,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers,danceability,energy,loudness,instrumentalness,valence,tempo,is_edm
761,Rema,46pWGuE3dSwY3bMMXGBvVS,Calm Down (with Selena Gomez),1s7oOCT8vauUh01PbJD6ps,80,78,"['afrobeats', 'nigerian pop']",3231321,0.799,0.802,-5.196,0.00128,0.811,107.008,not_edm
762,Feid,2LRoIwlKmHjgvigdNGBHNo,BORRAXXA,33So7HzhaCfbKoBceKT7KV,2,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.854,0.617,-5.251,0.00207,0.794,90.993,not_edm
763,Feid,2LRoIwlKmHjgvigdNGBHNo,Niña Bonita,1GFAl2nz7psEGt6SDRfTqe,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.823,0.615,-4.19,0.0,0.47,90.952,not_edm
764,Feid,2LRoIwlKmHjgvigdNGBHNo,Niña Bonita,43C7q5xpULhQBbpuS90qD3,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.823,0.615,-4.19,0.0,0.47,90.952,not_edm
765,Feid,2LRoIwlKmHjgvigdNGBHNo,BORRAXXA,76TZfmpfgKIDPaEgvgaxqR,3,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.854,0.617,-5.251,0.00207,0.794,90.993,not_edm
766,Feid,2LRoIwlKmHjgvigdNGBHNo,Feliz Cumpleaños Ferxxo,3T613qnqOcwoyR34Xfht2X,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.865,0.573,-5.501,0.0,0.563,94.999,not_edm
767,Hozier,2FXC3k01G6Gw61bmprjgqS,Who We Are,7FHMNRLUgVHTfNaNAGaTbg,69,81,"['irish singer-songwriter', 'modern rock', 'pov: indie']",5990351,0.448,0.413,-6.876,0.000513,0.102,158.044,not_edm
768,Reneé Rapp,2hUYKu1x0UZQXvzCmggvSn,Pretty Girls,1dh5DUke1yHJzIF3Sa7nXC,73,67,['alt z'],293980,0.637,0.519,-9.042,2.11e-05,0.263,109.795,not_edm
769,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Neon Star (Country Boy Lullaby),1GiwvmI57OTGcKGNigZFJb,70,87,['contemporary country'],7260552,0.704,0.677,-6.135,3.29e-06,0.715,92.021,not_edm
770,Jack Black,0qpMYTgbXRi1ZcX6vend3T,Peaches,4w9soAM7IrmYDhSXLp14p6,75,56,"['comedy rock', 'comic']",106472,0.698,0.312,-10.9,0.0,0.419,92.138,not_edm
771,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Never Grow Up (Taylor's Version),2EFZ9emtKWEglWUQGEQ3P9,75,100,['pop'],88128009,0.685,0.323,-7.103,0.0,0.569,125.058,not_edm
772,Ludwig Göransson,24eDfi2MSYo3A87hCcgpIL,Can You Hear The Music,4VnDmjYCZkyeqeb0NIKqdA,79,69,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",236622,0.19,0.435,-12.456,0.938,0.0643,138.515,not_edm
773,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Often,6i2EaF3PqU7261wFAP6crK,53,89,"['dance pop', 'pop']",26574094,0.557,0.659,-5.598,0.186,0.559,172.07,not_edm
774,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,La Mamoncita del Insta,4Dg3WEqGpBbSu4EKjudiwV,77,81,"['corrido', 'sierreno']",859081,0.651,0.617,-6.808,0.0,0.826,143.936,not_edm
775,Parker McCollum,0Z8XVUAOBPM4x12wKnFHEQ,Burn It Down,09hVlIVHtEE1nLUv6YGZiW,69,67,"['classic texas country', 'texas country']",355371,0.461,0.718,-5.627,1.66e-05,0.334,162.187,not_edm
776,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Skull And Bones,1MONYn8QsPPINNSNRfzP88,53,89,"['dance pop', 'pop']",26574094,0.635,0.7,-6.124,8.14e-05,0.507,85.048,not_edm
777,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Love Life,3OKUCSWCGg0unZ6e340RWj,53,89,"['dance pop', 'pop']",26574094,0.449,0.607,-9.625,0.00318,0.652,165.674,not_edm
778,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA,0nrl9eRdkHV6Y2fdVc6Tla,3,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.843,0.549,-8.018,0.0,0.542,83.982,not_edm
779,Feid,2LRoIwlKmHjgvigdNGBHNo,Morena,7vS6kZT4cOFFkm6JpJf28f,2,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.85,0.779,-4.669,0.0,0.777,88.002,not_edm
780,Feid,2LRoIwlKmHjgvigdNGBHNo,SI TÚ SUPIERAS,1K9MkrLhN50GJbLrAnIQhh,3,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.673,0.664,-5.382,0.0,0.586,174.972,not_edm
781,Feid,2LRoIwlKmHjgvigdNGBHNo,Niña Bonita,36Ek7BGJVIcQPOKhOr6KjS,3,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.823,0.615,-4.19,0.0,0.47,90.952,not_edm
782,Feid,2LRoIwlKmHjgvigdNGBHNo,BORRAXXA,6iMzVstXXyS5nmVNGSECfd,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.854,0.617,-5.251,0.00207,0.794,90.993,not_edm
783,Feid,2LRoIwlKmHjgvigdNGBHNo,VENTE CONMIGO,17b3gJXA4wuYCiCpsi3ftR,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.868,0.788,-3.424,6.88e-05,0.711,116.034,not_edm
784,Feid,2LRoIwlKmHjgvigdNGBHNo,RELXJXTE,6RpFKS3UrpqOtNGA91GI8a,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.575,-6.845,0.00018,0.607,93.007,not_edm
785,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,0DYr1VWnMe59ztiyGLAbcj,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
786,Feid,2LRoIwlKmHjgvigdNGBHNo,Castigo,3RpSJuoDJMywHuSqi3g3Vs,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.728,0.68,-4.129,1.06e-06,0.704,179.839,not_edm
787,Feid,2LRoIwlKmHjgvigdNGBHNo,Niña Bonita,2wTiDNA80c22NCtADwhtSP,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.823,0.615,-4.19,0.0,0.47,90.952,not_edm
788,Feid,2LRoIwlKmHjgvigdNGBHNo,Prohibidox,0bS9uqPIld08AD9jMhRbkS,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.647,0.801,-2.946,0.0,0.517,180.108,not_edm
789,Feid,2LRoIwlKmHjgvigdNGBHNo,14 De Febrero,2b9YlohWJ0wYjutXY3yC8a,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.577,0.572,-5.478,0.0,0.725,169.361,not_edm
790,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA - Remix,7xCJLEfKzIpryaXYU6aFKZ,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.793,0.737,-4.731,0.0,0.697,167.969,not_edm
791,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,3AaEy8atkRzeAGGNV7V5OF,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
792,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,65jaRVx6L3lAgpjboasCNt,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
793,Feid,2LRoIwlKmHjgvigdNGBHNo,Normal,5lbeNoc7gYMq0qG5fE7snG,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.709,0.56,-4.867,0.0,0.541,170.082,not_edm
794,Feid,2LRoIwlKmHjgvigdNGBHNo,REMIX EXCLUSIVO,7uKeZ8njxD87RBiHpG8l6U,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.651,0.557,-5.466,0.0,0.711,87.063,not_edm
795,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA - Remix,6c1B7OlJkdv8U5zYcYW6Ru,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.793,0.737,-4.731,0.0,0.697,167.969,not_edm
796,Feid,2LRoIwlKmHjgvigdNGBHNo,Feliz Cumpleaños Ferxxo,2voWGoWmUAeJAQfmiMWf6w,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.865,0.573,-5.501,0.0,0.563,94.999,not_edm
797,Feid,2LRoIwlKmHjgvigdNGBHNo,Quemando Calorías,3D70SQ9qJ6upBRqyBnO0Fe,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.678,0.698,-4.57,4.94e-06,0.812,192.005,not_edm
798,Feid,2LRoIwlKmHjgvigdNGBHNo,Si Te La Encuentras Por Ahí,7A9ppeelewS6QLh2FAbZRJ,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.736,0.569,-3.559,5.27e-05,0.433,171.973,not_edm
799,Feid,2LRoIwlKmHjgvigdNGBHNo,Prohibidox,6M750tY40kKrvQdb99xjwP,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.647,0.801,-2.946,0.0,0.517,180.108,not_edm
800,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA - Remix,6aHkeivVpyHTC2yHiHhSSk,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.793,0.737,-4.731,0.0,0.697,167.969,not_edm
801,Feid,2LRoIwlKmHjgvigdNGBHNo,FOTOGRAFÍAS,5JnCofetlMSnvIVRXFd0lh,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.812,0.671,-4.858,1.72e-06,0.697,173.952,not_edm
802,Feid,2LRoIwlKmHjgvigdNGBHNo,Feliz Cumpleaños Ferxxo,4WZlg72SGNmCDqTjoCokq0,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.865,0.573,-5.501,0.0,0.563,94.999,not_edm
803,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA,5oTqJQ90LS4cJDkco7rAPq,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.843,0.549,-8.018,0.0,0.542,83.982,not_edm
804,Feid,2LRoIwlKmHjgvigdNGBHNo,PORFA - Remix,2C5oV7M7CoQlJZhJ38UkdZ,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.793,0.737,-4.731,0.0,0.697,167.969,not_edm
805,Feid,2LRoIwlKmHjgvigdNGBHNo,EXCXSXS,5pzpFZqXuh7AvMcplGLF8K,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.635,0.544,-6.628,0.0,0.251,85.51,not_edm
806,Feid,2LRoIwlKmHjgvigdNGBHNo,Si Te La Encuentras Por Ahí,2JfxYZOAmF1Io6diC89XBp,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.736,0.569,-3.559,5.27e-05,0.433,171.973,not_edm
807,Feid,2LRoIwlKmHjgvigdNGBHNo,Belixe,2X1geutXvgWCOZ4PtTrInA,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.876,0.673,-7.15,0.00571,0.462,113.995,not_edm
808,Feid,2LRoIwlKmHjgvigdNGBHNo,Normal,2WxV3lSrs2uLnC5GEetftv,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.709,0.56,-4.867,0.0,0.541,170.082,not_edm
809,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,How Much Is Weed?,44KWbTVZev3SWdv1t5UoYE,72,77,"['alternative pop rock', 'pov: indie']",1329275,0.691,0.813,-4.49,0.132,0.537,154.122,not_edm
810,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Balut,3PvChJcbDMKFCQppIRYQo9,74,89,"['dance pop', 'pop']",26574094,0.767,0.61,-4.545,0.0939,0.415,148.129,not_edm
811,JVKE,164Uj4eKjl6zTBKfJLFKKK,this is what autumn feels like,2YOGCTiPJWMhZRdeadFj8G,74,78,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",3153663,0.238,0.441,-7.42,0.433,0.164,79.445,not_edm
812,Post Malone,246dkjvS1zLTtiykXe5h60,Too Cool To Die,3FtQes77xlbS9QTVts7p2u,75,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.574,0.79,-5.541,0.0,0.44,106.997,not_edm
813,Lauren Spencer Smith,79AyR6ATpj2LTPxfb6FX50,Bigger Person,2Kqw2ECnErSCU9bxPSVgGx,76,70,"['alt z', 'gen z singer-songwriter']",1160205,0.503,0.358,-8.158,0.0,0.179,105.121,not_edm
814,alex_g_offline,0bC6e2YtIRLbKx2txHFmEo,I Wait for You,7EDcAz6iuKSkxH4VcC3Oko,73,58,[],47433,0.594,0.304,-14.389,0.00579,0.308,122.636,not_edm
815,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,BOTH,7mobUfp1aL8A6CdugCMWft,78,83,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",7148447,0.69,0.933,-3.099,2.51e-05,0.523,119.987,edm
816,NF,6fOMl44jA4Sp5b9PpYCkzz,CAREFUL,7FET9gtiECWn7llt0sfvtU,73,79,"['hip hop', 'pop rap']",9036844,0.834,0.834,-4.035,0.0,0.344,130.024,not_edm
817,jnhygs,0H942IkjXv9bjx5OxoG7kh,XTAYALIVE,1JjiTsqfpfMoukoIW9cM5O,74,70,"['sigilkore', 'sped up']",160091,0.247,0.869,-4.781,1.41e-06,0.25,202.792,not_edm
818,фрози,3IIpbS5XHnLSdXTP4c1YN2,supїdo,0iTrYSvCB4NDvQR3DsFt6T,77,63,[],44455,0.702,0.744,-8.41,0.841,0.197,134.963,not_edm
819,Lil Durk,3hcs9uc56yIGFCSy9leWe7,F*ck U Thought,7nGY6TG3NF8MNdUOT2wJA4,72,82,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",6263740,0.638,0.557,-7.391,0.0,0.102,160.081,not_edm
820,Feid,2LRoIwlKmHjgvigdNGBHNo,FERXXO 151,1LFXWfARjkBkc9Abofmgp8,83,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.76,0.931,-4.557,1.71e-06,0.545,113.047,not_edm
821,Kylie Minogue,4RVnAU35WRWra6OZ3CbbMA,Padam Padam,3k0DJq2HdWJqnqor8NX0ac,79,73,"['australian dance', 'australian pop', 'dance pop', 'eurodance', 'new wave pop']",1808553,0.746,0.622,-7.923,0.00113,0.719,128.101,not_edm
822,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,2UbyvWTuIloLNgahMRy4nl,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
823,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,0jbqkWVGJ67y7Z5SZGapxw,1,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
824,Feid,2LRoIwlKmHjgvigdNGBHNo,Classy 101,6Q2kBIH5k69KBZXDQ4BDVz,2,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.658,-4.79,0.0,0.672,100.065,not_edm
825,Feid,2LRoIwlKmHjgvigdNGBHNo,JAMAICA,6mqLAJrz8biE1EB9IeyUBO,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.52,0.542,-7.404,0.0,0.669,81.131,not_edm
826,Feid,2LRoIwlKmHjgvigdNGBHNo,RELXJXTE,18qaO7aLjs4vaJDy62bisQ,0,90,"['colombian pop', 'pop reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",7622430,0.859,0.575,-6.845,0.00018,0.607,93.007,not_edm
827,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,I Gotta,3lcfs9Qjfxzy00VSVkixDv,70,85,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",15966883,0.818,0.51,-7.05,0.0,0.416,129.057,not_edm
828,Odetari,7ITMCzIU9uII8gwRg8JAhc,WET DREAMS (w/ Nimstarr),4as0bvI0a6VSgjWObsvwhi,74,80,"['sigilkore', 'sped up']",1215176,0.594,0.844,-3.855,0.0,0.752,141.514,not_edm
829,KAROL G,790FomKkXshlbRYZFtlgla,GUCCI LOS PAÑOS,3CNbrXrUrEARw8zeKNCdYo,75,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.791,0.45,-3.001,0.0,0.87,157.953,not_edm
830,Odetari,7ITMCzIU9uII8gwRg8JAhc,DOUBLE TROUBLE,0EvsatxXGGHUxaAlksEeNK,74,80,"['sigilkore', 'sped up']",1215176,0.346,0.929,-1.494,0.0,0.488,156.232,not_edm
831,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Boss Bitch,3IcSRK8UBIn3ZVGtXE1aex,0,89,"['dance pop', 'pop']",26574094,0.707,0.955,-4.593,0.0,0.575,125.993,not_edm
832,Darius Rucker,7FY5V3XMwlNBPitEjXowHQ,Fires Don't Start Themselves,6Ahy5fItdBfXRVWYOLo7pM,69,67,"['black americana', 'contemporary country', 'country', 'country road', 'modern country rock']",2495976,0.513,0.788,-4.613,1.85e-05,0.625,104.022,not_edm
833,Lumi Athena,1TTHC3GlNDaE5eVoC3BVxm,LET ME SEE YA MOVE!,5z6IuFSIc3OrZGDC2Q9icP,75,71,"['sigilkore', 'sped up']",452238,0.487,0.991,-2.454,0.00316,0.439,142.041,not_edm
834,Isabel LaRosa,5arKwJZEvT5uKq4o0JfqR4,older,75c2zaSdDBSX0A8Jyvm4fO,79,72,"['dark r&b', 'hyperpop', 'sped up']",570983,0.466,0.51,-7.31,1.55e-06,0.418,67.513,not_edm
835,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,What Jhumka ? - House Mix,3Nq4Lan9O3tqvn2MqBs7W9,0,89,"['filmi', 'modern bollywood']",91187249,0.844,0.846,-5.254,2.74e-06,0.906,127.976,not_edm
836,DDG,0WK3H9OErSn5zKOkOV5egm,I'm Geekin,4jQF77FelHaw2u1CB0sIfp,72,65,['pop rap'],1152295,0.839,0.544,-6.651,0.0,0.332,113.032,not_edm
837,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,Granite,4mxiv6HQfhqgIuN5iOONQd,72,71,['prog metal'],687823,0.635,0.624,-7.104,0.0455,0.336,119.97,not_edm
838,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Wet Vagina,6Z4R5IEFf6T8fwnlnlySsD,43,89,"['dance pop', 'pop']",26574094,0.813,0.689,-5.914,6.31e-05,0.213,149.998,not_edm
839,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Gun,7iOZ4DUsNFk2UteOvOkKhs,43,89,"['dance pop', 'pop']",26574094,0.891,0.543,-7.193,0.000568,0.771,151.991,not_edm
840,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Can't Wait,4SfIPcSwmYX09bR2esKrf1,43,89,"['dance pop', 'pop']",26574094,0.486,0.795,-4.343,2.31e-06,0.844,80.444,not_edm
841,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,0EQq277ctMOmmPotP7zDHR,44,89,"['dance pop', 'pop']",26574094,0.865,0.565,-7.673,1.47e-06,0.747,99.968,not_edm
842,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Go Off,03zM4Ys6LeazJfkJX9XahJ,42,89,"['dance pop', 'pop']",26574094,0.933,0.541,-8.042,0.00883,0.523,141.012,not_edm
843,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Ouchies,6yYDlmgsHkvizRyQ6uvs2H,42,89,"['dance pop', 'pop']",26574094,0.588,0.795,-6.072,5.54e-06,0.77,147.013,not_edm
844,LUCKI,5tQMB0cuNXdCtzovGt55uD,Leave Her,0MZGwYb5mTATbmoi671wEg,69,74,['plugg'],618485,0.838,0.369,-10.473,1.84e-06,0.258,141.965,not_edm
845,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,F**k The Girls (FTG),2rXXp4lq1QwSbbDzfuYy8m,42,89,"['dance pop', 'pop']",26574094,0.854,0.693,-6.66,0.00291,0.654,91.582,not_edm
846,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Demons,3c8W0EL8XRyziBszGE352N,42,89,"['dance pop', 'pop']",26574094,0.832,0.353,-6.214,0.00975,0.319,139.955,not_edm
847,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Shutcho,6qTvCv5LSdOR04sy8lpZ4N,41,89,"['dance pop', 'pop']",26574094,0.757,0.42,-9.147,0.0,0.332,145.93,not_edm
848,Britney Manson,7GtPtPbDC5CLNzSNxVpqaf,FΛSHION,4YQgOgIElFtEvwJQ9ArWL7,78,60,[],53940,0.752,0.647,-6.258,0.00167,0.253,119.999,not_edm
849,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,97,1hAwRAiuSUPO7tFZU7C2aM,40,89,"['dance pop', 'pop']",26574094,0.585,0.798,-2.719,0.0,0.901,153.275,not_edm
850,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Often,1uGJWMZLOcabG0ayWKXeFY,39,89,"['dance pop', 'pop']",26574094,0.549,0.647,-5.532,0.0804,0.582,171.728,not_edm
851,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Skull And Bones,1RZPBytQpfdPY6sRn4taF1,39,89,"['dance pop', 'pop']",26574094,0.61,0.689,-6.111,3.05e-05,0.521,84.898,not_edm
852,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Balut,2NYvsEi5bZzzBxD37WhqHe,40,89,"['dance pop', 'pop']",26574094,0.786,0.613,-4.375,0.264,0.403,147.969,not_edm
853,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Love Life,20y2TC8B8dYh5bB5LI3SEY,39,89,"['dance pop', 'pop']",26574094,0.514,0.605,-9.632,0.0044,0.655,164.305,not_edm
854,Laufey,7gW0r5CkdEUMm42w9XpyZO,Dreamer,1YxQxV5sKZN1TgVpXl5MLA,72,79,['gen z singer-songwriter'],1778607,0.613,0.146,-11.211,0.0,0.413,117.075,not_edm
855,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,WYM Freestyle,6YePvECLXwWL1YAwejtCo8,38,89,"['dance pop', 'pop']",26574094,0.895,0.464,-5.947,0.0277,0.313,144.032,not_edm
856,Hozier,2FXC3k01G6Gw61bmprjgqS,Eat Your Young,2Jw3VjB1xy5KHBqEeAC6VK,69,81,"['irish singer-songwriter', 'modern rock', 'pov: indie']",5990351,0.553,0.587,-6.829,0.1,0.346,90.018,not_edm
857,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Attention,5hiab3FZrrE3Xv9PITy4v4,38,89,"['dance pop', 'pop']",26574094,0.76,0.578,-7.09,0.0403,0.426,87.993,not_edm
858,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,1ICtQMJWodsVcXFvd3zxcm,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
859,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,6z2rD5bS3AoslaKzmS4mzR,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
860,Labrinth,2feDdbD5araYcm6JhFHHw7,The Feels,3l3iCfpZsxbxWJhYoiQNkD,77,78,"['indie poptimism', 'pop']",3065974,0.55,0.481,-4.917,0.0,0.15,108.163,not_edm
861,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Summer Baby,3FyfTh70PkgooRDe4SNP0U,73,77,"['boy band', 'pop']",7238785,0.84,0.721,-5.627,3.42e-06,0.971,116.011,not_edm
862,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Something in the Orange,2npqjs1BWdQSFIOO37DREo,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.369,0.192,-12.151,8.35e-06,0.148,175.212,not_edm
863,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,0b2wSTVPeIAUh2ZCEo6fQ4,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
864,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,74J0ByUMcSZ4cxpMuAFqin,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
865,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,0kKVjgNA04yzSBGIQltc1H,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
866,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,6yYkxPQRkgY3hYF9p2EJ2w,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
867,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Something in the Orange,2KCRxk5eLebBeQJC6rlEIY,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.369,0.192,-12.151,8.35e-06,0.148,175.212,not_edm
868,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,5BjMSoeDUNRjvfyilNHT91,1,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
869,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,I Remember Everything,6kilxxm5PPyWZ7xATNMMZH,0,89,"['classic oklahoma country', 'modern country pop']",2262988,0.429,0.453,-7.746,2e-06,0.155,77.639,not_edm
