,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers,danceability,energy,loudness,instrumentalness,valence,tempo,is_edm
253,Marshmello,64KEffDW9EtZ1y2vBYgq8T,El Merengue,51FvjPEGKq2zByeeEQ43V9,89,82,"['brostep', 'edm', 'pop', 'progressive electro house']",35376986,0.775,0.677,-4.703,0.00517,0.698,124.011,edm
254,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Snow On The Beach (feat. More Lana Del Rey),4zmKGsrXjLmljb5fTaBTot,82,100,['pop'],88128009,0.664,0.401,-10.934,3.5e-06,0.315,109.846,not_edm
255,Sky Rompiendo,51XrH5fQP2oIQynuKxSWcW,El Cielo,4PA1wK0leCjmRZlP5dQ8Lv,88,71,['urbano latino'],75001,0.715,0.642,-7.492,0.0,0.169,105.964,not_edm
256,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Paint The Town Red,56y1jOTK0XSvJzVv9vHQBK,81,89,"['dance pop', 'pop']",26574094,0.864,0.556,-7.683,3.85e-06,0.726,99.974,not_edm
257,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,Call Your Mom (with Lizzy McAlpine),3fKpSA5w8iqLe9sNdIDESW,76,82,"['pov: indie', 'singer-songwriter pop']",1313751,0.396,0.244,-11.391,8.29e-05,0.178,172.399,not_edm
258,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Popular - Music from the HBO Original Series,1Sg1rx6wZkKaGTI3dzc0jZ,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.854,0.674,-6.23,8.53e-05,0.848,99.022,not_edm
259,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,I Was Never There,3NX06V6Ktd6YjHFAaMGHKO,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.323,0.737,-4.008,0.000162,0.156,112.923,not_edm
260,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Reminder,4ZJAFJvzIH2LUY20eKO3Mv,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.705,0.505,-6.923,0.0,0.388,160.053,not_edm
261,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,3hDokvuzqIfMzDl3yyKTCG,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.651,0.567,-5.941,0.00991,0.138,108.953,not_edm
262,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,1qwWIrDtz3pTy9lrGOxoo9,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
263,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,2vQnZeqAm6YiQPRJaAoUlr,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
264,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Save Your Tears,523Kp5c4IjYxN5L57HlpIe,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.684,0.82,-5.495,2.33e-05,0.62,118.062,not_edm
265,KAROL G,790FomKkXshlbRYZFtlgla,S91,7EpOXgSRgnglRWr86pZfGU,84,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.856,0.719,-4.923,2.89e-05,0.417,128.161,not_edm
266,KAROL G,790FomKkXshlbRYZFtlgla,MIENTRAS ME CURO DEL CORA,6otePxalBK8AVa20xhZYVQ,85,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.523,0.477,-6.786,0.0,0.57,79.921,not_edm
267,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,5FmULE7oORkMMt2bD5ycVk,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
268,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Save Your Tears,5nsaEvX1as1Bn0bsfA5PPk,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.685,0.816,-5.496,2.05e-05,0.619,118.065,not_edm
269,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Less Than Zero,5yMKPIG4phWUy1hUcJukkp,3,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.535,0.791,-5.55,0.000155,0.5,142.981,not_edm
270,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Save Your Tears,2oCP3Z9GZBsoZFlzPlVCVS,4,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.685,0.816,-5.496,2.05e-05,0.619,118.065,not_edm
271,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hardest To Love,0t7pjAHKwT7BYRWPOBbxZ8,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.392,0.608,-7.847,8.83e-05,0.111,81.898,not_edm
272,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Die For You,4OH94Ei74IUbopBDKmwbr1,3,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.434,0.528,-7.152,0.0,0.445,65.687,not_edm
273,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Don’t Break My Heart,3Azevxad24iVNxBgIymBbA,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.767,0.618,-7.163,0.0,0.243,121.959,not_edm
274,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,6QHdUp580O5lJsU3zB3OmC,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
275,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Take My Breath - Single Version,4jtW7gNMGhVR49Yx2nfNlb,3,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.747,0.739,-6.008,2.22e-05,0.523,120.996,not_edm
276,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Save Your Tears,6AEVjfh0ZvXqWsnBw0ntMi,4,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.685,0.816,-5.496,2.05e-05,0.619,118.065,not_edm
277,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,5PfYhSiXeWsRSTJaFkvK2s,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.651,0.567,-5.941,0.00991,0.138,108.953,not_edm
278,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Is There Someone Else?,5SBYOoHqNNm127oJzbp9gH,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.702,0.586,-7.83,7.27e-05,0.608,134.951,not_edm
279,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,6x08wiLPDiVa2eGw1P6RXe,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
280,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Popular - Music from the HBO Original Series,65zFbwaAFVvZmnkDjVXZxk,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.854,0.674,-6.23,8.53e-05,0.848,99.022,not_edm
281,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Is There Someone Else?,6MMRIlwCmhcMivtUGnWxmK,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.702,0.586,-7.83,7.27e-05,0.608,134.951,not_edm
282,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,5S7hcFxh97vTNvGFaZ5XHi,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
283,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,3yC70LpugRJ1lb800tVIAg,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
284,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Starboy,1aCp1WdsmQg2mdnAs3JScV,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.676,0.588,-7.025,8.47e-06,0.484,186.012,not_edm
285,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,One Of The Girls,5UE2cNxtvKmBQIUfVr4DCM,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.264,0.64,-6.221,2.31e-06,0.19,84.828,not_edm
286,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,One Of The Girls,1xfNZ3e7au2MS2RfFbctb7,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.264,0.64,-6.221,2.31e-06,0.19,84.828,not_edm
287,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,2y0Hs5ZAseW3BJbrT90Ww0,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
288,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Call Out My Name,6BgowSoV7rn0oHgGyYEQKc,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.468,0.608,-4.938,0.0,0.146,134.096,not_edm
289,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Less Than Zero,2vyaeBktqXzaf3L2JtB1DJ,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.535,0.791,-5.55,0.000155,0.5,142.981,not_edm
290,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,7jGMxKNyAYoMYJJixiAvMu,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
291,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Call Out My Name,3KhVNJMbMKbJoImzL41zee,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.468,0.608,-4.938,0.0,0.146,134.096,not_edm
292,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Call Out My Name,6egy14MKeUeUZbUz1piKEw,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.468,0.608,-4.938,0.0,0.146,134.096,not_edm
293,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Hardest To Love,1K2aM7bKz7CH2fEx9Bghsy,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.392,0.608,-7.847,8.83e-05,0.111,81.898,not_edm
294,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,6hBkoEBE9lN3iBOfBOqVnF,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
295,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Can't Feel My Face,0s0uYg8dxuEhSkmVo3wppG,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.71,0.774,-5.511,0.0,0.61,107.96,not_edm
296,HARDY,5QNm7E7RU2m64l6Gliu8Oy,red (feat. Morgan Wallen),2D3JfPyY2LkzXgNOb7qziR,75,74,"['contemporary country', 'modern country pop']",500522,0.582,0.878,-4.564,0.0,0.581,140.03,not_edm
297,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,32KEluqGGDl6i3E145bKZr,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
298,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,"Earned It (Fifty Shades Of Grey) - From ""Fifty Shades Of Grey"" Soundtrack",79sWSAH2ED5OsqmORaDncc,2,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.659,0.381,-5.922,0.0,0.426,119.844,not_edm
299,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Can't Feel My Face,6pnBhMuY0mcOKn8VaTzCzC,5,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.71,0.774,-5.511,0.0,0.61,107.96,not_edm
300,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Blinding Lights,3BiSXshzWnTvBO9n4OBvJV,0,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.512,0.796,-4.075,0.000209,0.344,171.014,not_edm
301,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,In Your Eyes - Remix,0JAiWlnCn2AG6RnmlSdxh2,1,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.606,0.786,-3.854,9.46e-05,0.525,99.969,not_edm
302,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Attention,11xC6P3iKYpFThT6Ce1KdG,80,89,"['dance pop', 'pop']",26574094,0.759,0.567,-7.911,0.0278,0.421,87.981,not_edm
303,Conjunto Rienda Real,5N3AyFVEE8vJa7AZEl7nD3,Sobran Motivos,1uTHr7ij3eiDdUXvQfA5au,78,62,['sad sierreno'],90055,0.659,0.794,-4.379,3.91e-06,0.776,123.801,not_edm
304,KAROL G,790FomKkXshlbRYZFtlgla,DISPO,4iGQ8o9Ih6J1OuDDGCXSCL,83,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.832,0.64,-3.085,0.0,0.645,93.946,not_edm
305,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Go Off,032UZ3KVrzII6AE9Abnj7z,75,89,"['dance pop', 'pop']",26574094,0.933,0.533,-8.0,0.00416,0.552,140.991,not_edm
306,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Boyz Don't Cry,2z2gqgwu1GCurpZJYzcytE,74,81,['florida rap'],5559324,0.741,0.509,-12.639,2.9e-06,0.345,152.078,not_edm
307,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Dear John (Taylor's Version),1zU8j1x3yi9xalMF96pzKp,80,100,['pop'],88128009,0.419,0.47,-5.016,0.0,0.133,119.294,not_edm
308,Lijay,3Ph8hNhDsxyruCsu6QyNfJ,I love freaks,2OwdUZPORY0EAdRBF9hSZD,78,60,[],55926,0.689,0.461,-10.873,1.28e-05,0.26,142.014,not_edm
309,Beach Weather,7I3bkknknQkIiatWiupQgD,"Sex, Drugs, Etc.",7MlDNspYwfqnHxORufupwq,82,69,[],457287,0.57,0.842,-5.085,0.00876,0.47,143.975,not_edm
310,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,hotline (edit),0WFryfbNKPXVtVQlz5dZ8H,84,88,"['art pop', 'electropop', 'pop']",87147942,0.516,0.254,-16.027,0.855,0.304,56.829,not_edm
311,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Ouchies,18EGw1StZNDftpUcX8PM74,75,89,"['dance pop', 'pop']",26574094,0.854,0.808,-5.958,2.41e-06,0.794,110.203,not_edm
312,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,Already Rich,61eJ7HqXGyHfmHIqJApX7v,78,81,"['pluggnb', 'rage rap']",3155816,0.767,0.798,-7.653,0.00372,0.224,135.748,not_edm
313,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Everything I Love,03fs6oV5JAlbytRYf3371S,74,87,['contemporary country'],7260552,0.568,0.841,-3.802,0.000503,0.668,103.983,not_edm
314,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,DOGTOOTH,6OfOzTitafSnsaunQLuNFw,76,84,"['hip hop', 'rap']",12755329,0.706,0.648,-6.348,0.0,0.802,77.533,not_edm
315,Sleepy Hallow,6EPlBSH2RSiettczlz7ihV,A N X I E T Y (feat. Doechii),3FjK86616FbluOfTxNK2gY,79,78,"['brooklyn drill', 'nyc rap']",1547145,0.931,0.401,-8.756,2.05e-06,0.613,128.871,not_edm
316,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Can't Wait,5ZyQqAgrPr0cVm0VfM69Np,74,89,"['dance pop', 'pop']",26574094,0.472,0.79,-4.337,3.45e-06,0.815,77.908,not_edm
317,V,3JsHnjpbhX4SnySpvpa9DK,Slow Dancing (Piano Ver.),7pgbDdy7ax962o9d2xJceV,87,84,"['j-division', 'korean ost']",15473152,0.609,0.614,-8.154,0.00108,0.564,156.019,not_edm
318,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Sunrise,0JtgoDDf0ggWaoXCGhcOoT,74,87,['contemporary country'],7260552,0.613,0.765,-5.058,4.28e-06,0.343,139.993,not_edm
319,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow),6ehWdR7cGDXnT7aKEASJxE,88,86,['k-pop'],10116680,0.853,0.824,-3.287,0.0,0.888,108.044,not_edm
320,Lyrical Lemonade,3VrGfWE8YdYMK4ySpnE0ly,Doomsday (with Juice WRLD & Cordae),3bkpVSoNvBkvt9LJMFT5at,77,58,[],45244,0.73,0.729,-3.939,0.0,0.885,93.159,not_edm
321,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,Ocean Spray,6dNOefmb6Lgl5vNtJsSajt,75,75,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",4036256,0.896,0.581,-6.293,0.0,0.544,133.957,not_edm
322,Corey Kent,3sUpZrkehiGBaMzs2h9Mmc,Wild as Her,3kXH9BQq0TyNliiP1MIE6N,74,64,"['modern country pop', 'texas country']",96652,0.5,0.748,-5.927,0.0,0.448,148.009,not_edm
323,Clara La San,3u65Tx20y4WqxO7W7khEhj,In This Darkness,6qrcJkIpuWpxH0ruS8WVAy,78,61,[],106926,0.647,0.228,-19.288,0.00149,0.189,119.828,not_edm
324,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,LOOOVE (feat. Kid Cudi),0a4SMs889NwP8oWI7Vemle,79,93,"['hip hop', 'rap', 'slap house']",24421243,0.678,0.739,-4.358,0.0,0.108,110.967,not_edm
325,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,CARNAL,2bXJMQZSJND3UYq5mjV4cB,83,93,"['corridos tumbados', 'sad sierreno']",7723690,0.667,0.786,-6.973,0.00107,0.781,135.873,not_edm
326,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,PRC,0cNSq9T5l8gZnpY14rsTR2,80,93,"['corridos tumbados', 'sad sierreno']",7723690,0.784,0.826,-6.34,7.09e-05,0.893,138.078,not_edm
327,SNOW WIFE,7CV3dQkhJB2dEqb85ICD33,AMERICAN HORROR SHOW,38RLObegC9ggpKPRVQDc1g,78,60,[],60970,0.63,0.763,-4.89,0.0,0.295,162.152,not_edm
328,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,Mama's Boy,65leXqfkdViSssEVN23uYL,80,77,"['alternative pop rock', 'pov: indie']",1329275,0.807,0.354,-7.554,0.713,0.602,78.964,not_edm
329,S3BZS,6zFMFB1JvNHkHvCSudF4id,MONTAGEM - PR FUNK,6njJR3OIp3oA0Kc4aC9Tzf,88,71,[],66642,0.877,0.803,-3.195,0.056,0.795,130.028,not_edm
330,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Fuck The Girls (FTG),6DOphQTeNmy1gk3um8sPYC,74,89,"['dance pop', 'pop']",26574094,0.764,0.72,-6.494,3.46e-05,0.643,91.337,not_edm
331,Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,In Ha Mood,0yUaLqhsVsguBpoOPL4cO7,78,80,['bronx drill'],2071946,0.768,0.74,-6.595,6.81e-06,0.532,141.059,not_edm
332,Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,un x100to,2yzshFeBIwH8tWIqHEFLeD,84,86,['musica chihuahuense'],1926163,0.571,0.72,-4.089,0.0,0.542,83.827,not_edm
333,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Long Journey,1xnAVO60FwWTRa7LJPoNKG,74,81,['florida rap'],5559324,0.656,0.577,-10.746,0.0,0.418,93.015,not_edm
334,Post Malone,246dkjvS1zLTtiykXe5h60,Enough Is Enough,3BHFResGQiUvbYToUdaDQz,81,89,"['dfw rap', 'melodic rap', 'pop', 'rap']",42328624,0.483,0.768,-4.911,0.0,0.332,166.061,not_edm
335,KAROL G,790FomKkXshlbRYZFtlgla,UNA NOCHE EN MEDELLÍN - REMIX,6ejks4eS7DOoYW8hrpRcDV,82,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.843,0.764,-2.494,0.0,0.872,96.025,not_edm
336,Odetari,7ITMCzIU9uII8gwRg8JAhc,YOU'RE TOO SLOW,5EloqweGioDEbqiGXTYWgE,79,80,"['sigilkore', 'sped up']",1215176,0.526,0.754,-5.497,0.00114,0.317,162.44,not_edm
337,NewJeans,6HvZYsbFfjnjFrWF950C9d,ASAP,5fpyAakgFOm4YTXkgfPzvV,82,83,"['k-pop', 'k-pop girl group']",5478120,0.934,0.486,-9.561,3.73e-05,0.372,130.052,not_edm
338,Bibi Babydoll,6R26kGib2ubbZJMh7kKVGV,Automotivo Bibi Fogosa,4kRLRWnn5u9wO2wOKAAdEN,89,70,[],95809,0.726,0.873,-3.122,1.71e-06,0.725,135.052,not_edm
339,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Electric Touch (feat. Fall Out Boy) (Taylor’s Version) (From The Vault),4e3ZNTAV6PCrdYMUrUlMpQ,79,100,['pop'],88128009,0.547,0.855,-4.7,0.0,0.282,131.073,not_edm
340,That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA,Johnny Dang (with Paul Wall & DRODi),6XEt23sq6sRgER8sSZbCR5,74,72,['texas latin rap'],380637,0.97,0.663,-5.276,0.0,0.735,119.986,not_edm
341,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Shutcho,4rjQxlKAIXbEqHzjrnYZ7x,73,89,"['dance pop', 'pop']",26574094,0.763,0.441,-9.043,0.0,0.409,145.926,not_edm
342,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Foolish One (Taylor’s Version) (From The Vault),4s8BIKx4Zh6ryAEz8RTlaU,79,100,['pop'],88128009,0.671,0.588,-4.675,0.0,0.543,96.965,not_edm
343,Jungle,59oA5WbbQvomJz2BuRG071,Back On 74,19kHhX6f6EfLU7rcO3RqjO,81,73,"['indie soul', 'indietronica', 'uk contemporary r&b']",1037036,0.62,0.761,-7.282,0.000147,0.194,146.003,not_edm
344,ENHYPEN,5t5FqBwTcgKTaWmfEbwQY9,Bite Me,7mpdNiaQvygj2rHoxkzMfa,85,77,"['anime', 'k-pop boy group']",6590073,0.795,0.781,-4.647,0.0,0.687,104.972,not_edm
345,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Mean (Taylor's Version),30Y4CV7A6YqtQtTTo7Ue4j,79,100,['pop'],88128009,0.524,0.692,-3.866,0.0,0.621,163.874,not_edm
346,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,Glue Song,3iBgrkexCzVuPy4O9vx7Mf,79,75,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2516515,0.62,0.409,-10.146,0.0542,0.582,113.946,not_edm
347,Bizarrap,716NhGYqD1jl2wI1Qkgq36,"Shakira: Bzrp Music Sessions, Vol. 53",4nrPB8O7Y7wsOCJdgXkthe,87,83,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",12650588,0.778,0.632,-5.6,0.0,0.498,122.104,not_edm
348,KAROL G,790FomKkXshlbRYZFtlgla,X SI VOLVEMOS,4NoOME4Dhf4xgxbHDT7VGe,83,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.794,0.807,-3.447,0.0,0.575,178.003,not_edm
349,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,Think I'm In Love With You,65M92JpTbAdHmTQm4jGaDa,75,79,"['contemporary country', 'outlaw country']",6180998,0.671,0.418,-14.124,0.215,0.607,91.866,not_edm
350,Yeat,3qiHUAX7zY4Qnjx8TNUzVx,bigger thën everything,11B7WTuoInwUvuP1BnnGWW,76,81,"['pluggnb', 'rage rap']",3155816,0.684,0.63,-6.143,0.000927,0.177,149.947,not_edm
351,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,WY@,1cFKKdG6gmpptMBFxasJOE,75,82,"['r&b', 'rap']",4640946,0.795,0.341,-7.869,6.53e-05,0.313,119.872,not_edm
352,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Endless Fashion (feat. Nicki Minaj),41bmnQZoDMQdDh5zyomtW7,76,85,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",15966883,0.731,0.605,-5.01,7.7e-06,0.413,132.946,not_edm
353,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,DELRESTO (ECHOES) (feat. Beyoncé),0OEe83mMZ5kaNw5uZQ7ilG,80,93,"['hip hop', 'rap', 'slap house']",24421243,0.674,0.609,-6.306,0.0,0.509,116.066,not_edm
354,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,97,3zLwDjumhvIFFwAAZaDNPL,73,89,"['dance pop', 'pop']",26574094,0.564,0.796,-2.652,0.0,0.864,153.586,not_edm
355,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Nostalgia,7ry34dFOuoK2c5GoYWWsl3,73,81,['florida rap'],5559324,0.498,0.695,-6.891,4.03e-06,0.707,81.186,not_edm
356,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Heartbroken (feat. Jessie Murph & Polo G),6NdnvPwQvZb147DVa4x14h,77,77,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']",2586442,0.654,0.62,-5.855,0.0,0.653,146.928,edm
357,blink-182,6FBDaR13swtiWwGhX1WQsP,ONE MORE TIME,5VEnzMXc8ocZko4M4TqnR2,79,78,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",7839094,0.628,0.497,-5.794,0.0,0.157,114.704,not_edm
358,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,back to the moon,3OGCNLxpBmTYRxPZg2yDE5,76,85,"['atl hip hop', 'melodic rap', 'rap', 'trap']",5981431,0.767,0.662,-4.856,0.0,0.259,143.943,not_edm
359,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Demons,6vb4kCEIM7zrwuHlxFbfeB,74,89,"['dance pop', 'pop']",26574094,0.831,0.362,-6.085,0.0162,0.313,139.941,not_edm
360,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Die For You - Remix,7oDd86yk8itslrA9HRP2ki,85,94,"['canadian contemporary r&b', 'canadian pop', 'pop']",72446005,0.531,0.525,-6.5,0.0,0.502,66.9,not_edm
361,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,the way things go,5sA3i6SGkILMiZW6Fhx4wv,77,75,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",2516515,0.528,0.513,-8.266,0.0127,0.463,131.952,not_edm
362,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Call Your Friends,5W0RVQViQC7xocvAUnIs6Z,73,81,['florida rap'],5559324,0.57,0.557,-12.055,0.0,0.301,83.224,not_edm
363,Rundown Spaz,4W7fxKwDR9luCrOryB3GVK,First Day Out (Freestyle),7AtQxohgEu5dRYdcY4gB6G,74,59,['rva drill'],31488,0.874,0.202,-16.814,0.0,0.3,134.989,not_edm
364,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Red Ruby Da Sleeze,4ZYAU4A2YBtlNdqOUtc7T2,76,86,"['hip pop', 'pop', 'queens hip hop', 'rap']",29781839,0.696,0.733,-6.181,0.0,0.292,98.355,not_edm
