,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers
672,Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,Always Been You,53UMRr4KOgZP5Ins0aGlhs,75,70,"['alt z', 'modern country pop', 'singer-songwriter pop']",702477
673,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,ROSA PASTEL,4yjeRuoVickg1G87LWeRes,78,90,"['corridos tumbados', 'sad sierreno']",8745657
674,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,Can't Break Up Now,3vsdSgCvepm6kroIPLa4Oz,72,67,"['contemporary country', 'country', 'country road', 'modern country rock']",1427509
675,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,PICARDÍA,05OnZaYopHpb0z7ktT2FIF,80,85,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19176252
676,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,WHAT JUST HAPPENED,2djNsYsA71cIs4A8YaF59J,78,79,['australian hip hop'],4849548
677,Drake,3TVXtAsR1Inumwj472S9r4,Daylight,5QvUAv8nPnnA3AL20pgx46,75,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",81476124
678,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Last Kiss (Taylor's Version),59KOoHFcw5XfICnO57holu,77,100,['pop'],91476272
679,310babii,4VCriUU9CsPnUvoAsxVk1p,Soak City (Do it),5C8h9PY9oTneqJihbn10NB,73,55,[],11682
680,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,DILUVIO,2kz1YOhJiNubjigR1gB1VX,85,85,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",19176252
681,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Attention,11xC6P3iKYpFThT6Ce1KdG,77,87,"['dance pop', 'pop']",27104305
682,Labrinth,2feDdbD5araYcm6JhFHHw7,Never Felt So Alone,6unndO70DvZfnXYcYQMyQJ,78,76,"['indie poptimism', 'pop']",3081808
683,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,Back for More (with Anitta),6uTPA1xlcsk6dbchB2dhzl,83,77,"['k-pop', 'k-pop boy group']",8947997
684,Pecos & the Rooftops,5KbiLoVLLIHM5vZ0RM9WMU,This Damn Song,7hSdspr7RBzq8VYOSVwALb,71,54,"['modern country pop', 'red dirt']",107675
685,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,"Eve, Psyche & The Bluebeard’s wife",4QhnNyKDsAkXPwHkSnuc89,82,74,['k-pop girl group'],3390703
686,Brray,1GKIlPFdcewHtpDVCQ8zmJ,Corazón Roto pt. 3,3LzAFrnO7CxaeBgtQhHsAP,86,73,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",325278
687,Beyoncé,6vWDO969PvNqNYHIOW5v0m,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),6l8mgVN9Xf1hiDIFGA6CTE,75,83,"['pop', 'r&b']",36209399
688,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,Wherever I Go,6P76Ve1pRObGGpuUTbYwsA,72,82,"['r&b', 'rap']",4864019
689,d4vd,5y8tKLUfMvliMe8IKamR32,Sleep Well,5ye1TParxcolbnNsOXO8qE,80,75,"['bedroom pop', 'bedroom r&b']",1898310
690,CHINCHILLA,7iNrvS80wnHDGVxw3qNRiI,Little Girl Gone,56rpEOCBATYItSa4yPksfe,76,57,[],151022
691,Fuerza Regida,0ys2OFYzWYB5hRDLCsBqxt,La Tierra del Corrido - Spotify Singles,1oZqJaE23GEn4SOFQcnTPB,80,85,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",5566162
692,Melanie Martinez,63yrD80RY3RNEM2YDpUpO8,EVIL,6UW10CbMTvqciT3X3Ldeox,76,77,"['alt z', 'electropop', 'pop']",18630673
693,Odetari,7ITMCzIU9uII8gwRg8JAhc,WET DREAMS (w/ Nimstarr),4as0bvI0a6VSgjWObsvwhi,76,79,"['sigilkore', 'sped up']",1571331
694,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Fell In Love (with Ken Carson),302EsF6DE70LfngVNLlqo5,74,78,"['melodic rap', 'pluggnb', 'rap']",6502431
695,Jhayco,6nVcHLIgY5pE2YCl8ubca1,Ex-Special,4ix1NGkHZEiVyzoQ6cEVs3,81,81,"['reggaeton', 'trap latino', 'urbano latino']",6953445
696,John Summit,7kNqXtgeIwFtelmRjWv205,Where You Are,4qDpLaFGf5ampf2DXD2TMA,78,65,"['house', 'pop dance', 'tech house', 'uk dance']",187160
697,Yandel,0eHQ9o50hj6ZDNBt6Ys1sD,Yandel 150,4FAKtPVycI4DxoOHC01YqD,84,76,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",7331537
698,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,Quedate Conmigo,2lqHosXoRrzxh42th6Mi7a,75,77,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",4913584
699,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,Keep It Low (feat. Future),293QwzG48nRXlqk5lGDUbw,72,73,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",4103329
700,BTS,3Nrfpe0tUJi4K4DXYWgMUX,Take Two,5IAESfJjmOYu7cHyX557kz,85,84,"['k-pop', 'k-pop boy group', 'pop']",70707690
701,Lumi Athena,1TTHC3GlNDaE5eVoC3BVxm,SMOKE IT OFF!,4mMEvkDeY56be4l7Itb5aZ,79,70,"['sigilkore', 'sped up']",579701
702,Superstar Pride,3FBEsNyIwRnOHOf1Rv3SLa,PAINTING PICTURES,6RGH7mvHffrBcHuW60vgZB,75,54,['southern hip hop'],57755
703,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,Belong To You (feat. Babyface Ray),4qulzmZFfKLVcfpGXXCP9H,71,82,"['r&b', 'rap']",4864019
704,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Boyz Don't Cry,5VXGNoY8O9qRJUYMciPTfc,71,78,['florida rap'],5787712
705,Anuel AA,2R21vXR83lH98kGeO99Y66,Mas Rica Que Ayer,3XjvMZqm2AQ8thMCD6w9w2,82,85,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']",33340273
706,KAROL G,790FomKkXshlbRYZFtlgla,S91,0BFQC00Y58JtjMyTXOJazO,81,88,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",41224849
707,VØJ,4KRllJ2dEeoqvxOQLOgOsI,Memory Reboot,1A7qPfbcyRVEdcZiwTFhZI,84,66,['traprun'],96482
708,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Wish You The Best,3gdPwk2wyOXNRnTA1KXnEr,83,78,"['pop', 'uk pop']",11871775
709,jnhygs,0H942IkjXv9bjx5OxoG7kh,XTAYALIVE,1JjiTsqfpfMoukoIW9cM5O,76,69,"['sigilkore', 'sped up']",195119
710,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Boyz Don't Cry,3DcfXXPsVIjU1UgY0YBtAM,71,78,['florida rap'],5787712
711,Jimin,1oSPZhvZMIrWW5I41kPkkY,Alone,5Hfnps0jaWFpYg55WOPexG,82,80,['k-pop'],6820194
712,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,I Deserve A Drink,7u2iWRkkz8GBYFe4apxVBl,72,85,['contemporary country'],7537077
713,Ken Carson,3gBZUcNeVumkeeJ19CY2sX,Nightcore 2,6p1j9OP2IBdzR5tgtyJk10,73,77,['rage rap'],809613
714,Hozier,2FXC3k01G6Gw61bmprjgqS,First Time,4LesrBswFnLcHmwDslst1q,71,79,"['irish singer-songwriter', 'modern rock', 'pov: indie']",6069608
715,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,LOVE AGAIN,4sx6NRwL6Ol3V6m9exwGlQ,78,79,['australian hip hop'],4849548
716,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Checkmate,0qa1qa4OCFCfgiNYLjMzCH,71,78,['florida rap'],5787712
717,AJR,6s22t5Y3prQHyaHWUN1R1C,Yes I'm A Mess,4Yrt54xR4T8PPOZ7yf9kyT,74,70,['pov: indie'],3081112
718,sapientdream,4wOqWyXZiVMLchDC2H9CyP,Past Lives,3oELxRDbAzyvOodhd5FQzB,79,58,[],60974
719,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,Pistachios,18y43ozfWR9sp5vaD9cEqe,72,82,"['r&b', 'rap']",4864019
720,Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,DArkSide,19vHgVS1aukRiQWhTqfKnE,80,76,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",5157221
721,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Dance The Night,11C4y2Yz1XbHmaQwO06s9f,81,84,"['dance pop', 'pop', 'uk pop']",41961753
722,HARDY,5QNm7E7RU2m64l6Gliu8Oy,wait in the truck (feat. Lainey Wilson),49GYvCcvMQq1SY3f7Y347h,71,71,"['contemporary country', 'modern country pop']",554303
723,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,Glizock & Wizop (feat. Key Glock),0zbGWzQkLY5wn4xyiLYEi0,73,74,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5100516
724,Drake,3TVXtAsR1Inumwj472S9r4,Amen (feat. Teezo Touchdown),67OuG8NBDeKLkXWnsMFCki,75,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",81476124
725,Mora,0Q8NcsJwoCbZOHHW63su5S,REINA,0QRHOAeU8JRaVVn3UoZBih,88,84,"['trap latino', 'urbano latino']",3121237
726,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,Las Morras,7Lkxvfl2rkNYWS4kBDCQtN,78,90,"['corridos tumbados', 'sad sierreno']",8745657
727,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Peppers (feat. Tommy Genesis),2Rlso2ZNV0PaWwUYeeBYxx,79,88,"['art pop', 'pop']",29366429
728,Restless Road,5XLWHp9tjK7PWm7SMcvo2q,Last Rodeo,2neydrTb5GVPRHNNmW0iPP,72,56,['modern country pop'],142002
729,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,SORRY NOT SORRY,410ZZP746AQeiywhKvXWCo,74,82,"['hip hop', 'rap']",13017810
730,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,LOST FOREVER (feat. Westside Gunn),7EiUtdeoWcKqLi5ELZCjYf,77,90,"['hip hop', 'rap', 'slap house']",24940449
731,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Go Off,032UZ3KVrzII6AE9Abnj7z,75,87,"['dance pop', 'pop']",27104305
732,SEVENTEEN,7nqOGRxlXj7N2JYbgNEjYH,God of Music,4MTNimMDRyFZv37Thcktwa,82,78,"['k-pop', 'k-pop boy group']",10474798
733,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,87,82,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",23414711
734,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,3D (feat. Jack Harlow) (Clean Ver.),0TaaG2kxjzSjVbmmiiSZEa,85,88,['k-pop'],10924148
735,Junior H,7Gi6gjaWy3DxyilpF1a8Is,TRES BOTELLAS,2CshODtf7iwe3pKlPmEWF5,80,88,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",11256061
736,Lah Pat,6dhd3wcal02KeLBk5wScfd,Rodeo (Remix),035MzEbx4z2DxuRDymHXbv,81,59,['pop rap'],25870
737,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,WY@,3ria9Axw5mheRAOoP9bnof,71,82,"['r&b', 'rap']",4864019
738,Rundown Spaz,4W7fxKwDR9luCrOryB3GVK,First Day Out (Freestyle),7idI4LLo9LVLqrvvzhSj3n,72,58,['rva drill'],37860
739,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,NFL,1X1dy95bo2OirAmMkBIwkS,73,83,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",16127599
740,Elevation Worship,3YCKuqpv9nCsIhJ2v8SMix,"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",7Ee6XgP8EHKDhTMYLIndu9,76,71,"['ccm', 'christian music', 'world worship', 'worship']",2753825
741,King Gnu,6wxfx1yhyqjCPYwwxJktR2,SPECIALZ,0GWNtMohuYUEHVZ40tcnHF,86,70,"['j-pop', 'j-rock']",3003773
742,фрози,3IIpbS5XHnLSdXTP4c1YN2,supїdo,0iTrYSvCB4NDvQR3DsFt6T,78,60,[],52187
743,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,It Takes A Woman,64lQdlm7FlF0AYZsRaZlBP,72,77,"['contemporary country', 'outlaw country']",6280135
744,Iniko,2ih5M0aTrQ97JX1nZuxDQY,Jericho,4ztdjZ2t7BVo5DLIFQBdJh,79,59,['high vibe'],568126
745,IVE,6RHTUrRF63xao58xh9FXYJ,I AM,70t7Q6AYG6ZgTYmJWcnkUM,83,74,['k-pop girl group'],3066002
746,Tatsuya Kitani,7mvhRvEAHiCTQHUnH7fgnv,青のすみか,12usPU2WnqgCHAW1EK2dfd,85,65,['japanese electropop'],260235
747,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,Heaven,5FQ77Cl1ndljtwwImdtjMy,79,73,['pop'],9835177
748,Drake,3TVXtAsR1Inumwj472S9r4,Rich Baby Daddy (feat. Sexyy Red & SZA),1wfYQIXAzt300l6i1aYiNS,75,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",81476124
749,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,Black Friday,1XTY6rA7XQosc0ynkkE9kN,82,74,['chill pop'],3535635
750,Brian Kelley,46c50yWMo9wiTgVe1VxBbQ,See You Next Summer,7Ez0QMtgIQ60BOHGHh3yPc,71,50,['modern country pop'],23069
751,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,Whiskey Friends,2ewSCWOL7EAjgmgqfI1UlS,71,85,['contemporary country'],7537077
752,jnhygs,0H942IkjXv9bjx5OxoG7kh,SHAKE THAT SHIT!,0zPlzJewGJ8iIxia2bEWDN,75,69,"['sigilkore', 'sped up']",195119
753,Kany García,69UypehHabb68utzfjAVlV,Te Lo Agradezco,0NnbCdowqhKtgtNEQ9oeBX,83,71,"['latin pop', 'puerto rican pop']",2406164
754,Macroix,3ooxJFdCXxyk6heox7EOPV,Promised,1fSln3JhzB7Asdi83JTvPa,77,54,[],566
755,Lovejoy,33tFkBLsl6f8TjKkV0uF0C,Normal People Things,1vJmd8YIIAz6XQ9GHlUr5p,76,67,"['pixel', 'pov: indie']",1431438
756,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Please Don't Change (feat. DJ Snake),0k0GtcnyQLMiXrdEDbLXmJ,82,88,['k-pop'],10924148
757,Gabby Barrett,6Iz3eq2aQGFf7TbGT2iahL,Glory Days,7qaMlLPdwNiiU1Uiy1oAdO,71,61,['contemporary country'],293707
758,BigXthaPlug,6qxpnaukVayrQn6ViNvu9I,Texas,2p5La0D38fkvhobrC1HRCU,70,68,['southern hip hop'],237718
759,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,Better Place (From TROLLS Band Together),1bHnRc60O1N0l3PbHjaKyK,77,68,"['boy band', 'dance pop', 'pop']",2153777
760,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,Mosquito,0LzidBf7cUsnZnG34OUPSF,76,74,['bedroom pop'],2539585
761,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,Mona Lisa (Spider-Man: Across the Spider-Verse),37CoOXIsgF3NzbK1zHZetk,77,74,"['alternative pop rock', 'pov: indie']",1383319
762,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,SU CASA,1tGGJ4SRZnd2H0E2dV05iM,77,90,"['corridos tumbados', 'sad sierreno']",8745657
763,Luke Grimes,7Cezk2wEDBPfYCwEuKum1Y,Hold On,1fOvzFCRA3Ko0ihc2QTE29,71,54,['modern country pop'],60012
764,JENNIE,250b0Wlc5Vk0CoUsaCY84M,You & Me (Coachella ver.),0Vz146N2GxkVJw4kSGXrNi,79,74,['k-pop'],4445486
765,Hozier,2FXC3k01G6Gw61bmprjgqS,Damage Gets Done (feat. Brandi Carlile),2OLaeJRrRjFgLfTsccnzlM,70,79,"['irish singer-songwriter', 'modern rock', 'pov: indie']",6069608
766,Post Malone,246dkjvS1zLTtiykXe5h60,Something Real,444vevlQjTnKioLLncteGv,75,86,"['dfw rap', 'melodic rap', 'pop', 'rap']",42558785
767,Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,Pound Town 2 (feat. Nicki Minaj & Tay Keith),6IEXjer2qbXhRLFv99NQQv,71,72,['trap queen'],303113
768,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,ZAPATA,3CEk3KwDixeCKOVPacup7L,77,90,"['corridos tumbados', 'sad sierreno']",8745657
769,KAROL G,790FomKkXshlbRYZFtlgla,CAIRO,16dUQ4quIHDe4ZZ0wF1EMN,81,88,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",41224849
770,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Somebody,5KfJvZ0PZzRdwFRaTUDAA7,82,88,['k-pop'],10924148
771,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Back Lit,10QtceSp0oOi9AfEymzTRG,70,78,['florida rap'],5787712
772,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,La Fresa,1PexKCGqX41T01rtTH08YN,77,77,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",4913584
773,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,New Perspective,1mAfZYkVfwcPuqqPJZ1Opu,72,81,['pov: indie'],1483988
774,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Closer to You (feat. Major Lazer),06Qo2fYR2KS1F7bL338iVT,82,88,['k-pop'],10924148
775,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,ca$h $hit,48rsYvIQXUAtxcmIoStOaM,74,82,"['atl hip hop', 'melodic rap', 'rap', 'trap']",6160788
776,Chino Pacas,2rmkQLzj0k4nZdQehOUByO,Como Pancho Villa,2jZlmAzzsdaVZQk9GmJOmb,75,76,"['corrido', 'sierreno']",882628
777,LUCKI,5tQMB0cuNXdCtzovGt55uD,2021 Vibes,6TJaoJX8VhptZ0DkcsjWaR,71,72,['plugg'],662740
778,d4vd,5y8tKLUfMvliMe8IKamR32,This Is How It Feels (with Laufey),6BQPRUFGHsgtNYJxuwhktR,75,75,"['bedroom pop', 'bedroom r&b']",1898310
779,LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,UNFORGIVEN (feat. Nile Rodgers),51vRumtqbkNW9wrKfESwfu,82,74,['k-pop girl group'],3390703
780,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Margaret (feat. Bleachers),1o82DwNisONAd2mu1RcGE6,76,88,"['art pop', 'pop']",29366429
781,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,On This Side (feat. A$AP Ant & CruddyMurda),3jbmFRlCmqYOfjKXe1ve82,70,82,"['r&b', 'rap']",4864019
782,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,Cobra,3Kh8X9lHztqVBTgw30HbXn,73,75,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",8108684
783,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Waffle House,4inPxqHrj9VmjLx5JCDCV4,74,74,"['boy band', 'pop']",7279644
784,Odetari,7ITMCzIU9uII8gwRg8JAhc,DOUBLE TROUBLE,0EvsatxXGGHUxaAlksEeNK,75,79,"['sigilkore', 'sped up']",1571331
785,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,VAGABUNDO,1MB8kTH7VKvAMfL9SHgJmG,87,78,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",22500856
786,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,Gist,6dkffLWo31KnXmwCLsgA2K,73,78,"['melodic rap', 'pluggnb', 'rap']",6502431
787,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Keep It G,2mexnPoWLPhuA6yocViyge,70,78,['florida rap'],5787712
788,Fred again..,4oLeXFyACqeem2VImYeBFe,ten,5QOBT97OmYCZo1W5u7tRrB,80,75,"['edm', 'house', 'stutter house']",1051684
789,Brray,1GKIlPFdcewHtpDVCQ8zmJ,Corazón Roto - Remix,6k5wiT5l9DK8iZmhvEvoqo,84,73,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",325278
790,Sleep Token,2n2RSaZqBuUUukhbLlpnE6,Granite,4mxiv6HQfhqgIuN5iOONQd,73,70,['prog metal'],751274
791,Reneé Rapp,2hUYKu1x0UZQXvzCmggvSn,Pretty Girls,1dh5DUke1yHJzIF3Sa7nXC,74,65,['alt z'],323991
792,Post Malone,246dkjvS1zLTtiykXe5h60,Chemical,7jvtmQ3onpWeUm7dyFSSSc,75,86,"['dfw rap', 'melodic rap', 'pop', 'rap']",42558785
793,Key Glock,0RESbWvOMyua0yuyVrztJ5,Let's Go,5GCU2LJWPzoP8Q6nexs61z,72,74,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",1763716
794,Babyface Ray,3zZ88AwlTwfCJkowsFCvLA,Ron Artest,4Wlz0HsHZlJy0NDK2h6jq6,71,62,"['detroit hip hop', 'detroit trap']",229006
795,AKAB Dark Dog,5Wx9iSYLePJp5NebrxFzcX,Futuro,7igdQmBTT2pg6MJ6lsEQRy,69,46,[],159
796,Gabito Ballesteros,6Sbl0NT50roqWvy746MfVf,La Mamoncita del Insta,4Dg3WEqGpBbSu4EKjudiwV,78,81,"['corrido', 'sierreno']",1173145
797,Rema,46pWGuE3dSwY3bMMXGBvVS,Calm Down (with Selena Gomez),1s7oOCT8vauUh01PbJD6ps,81,76,"['afrobeats', 'nigerian pop']",3422437
798,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,Mama's Boy,0b6xZk9f96N77BfmYWnQNC,75,74,"['alternative pop rock', 'pov: indie']",1383319
799,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Shot Glass of Tears,7AbqgE05nFl9qY4FRUiq2p,82,88,['k-pop'],10924148
800,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,THE GIRLS - BLACKPINK THE GAME OST,1mFpMoeZfkIqtqW2AfQ8ba,79,80,"['k-pop', 'k-pop girl group', 'pop']",46576681
801,Wisp,3TJZG17pjOKXwx1ELKJPfm,Your face,7ne2hzW4jaU5tacaCI4kJH,74,53,[],91220
802,Sam Smith,2wY79sveU1sp5g7SokKOiI,Unholy (feat. Kim Petras),0NZPBYD5qbEWRs3PrGiRkT,81,82,"['pop', 'uk pop']",23282644
803,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,Di Que Si,0kzN7YAMSbmlHOvxlbQW9y,77,76,"['corrido', 'norteno', 'sad sierreno']",3316125
804,Com Truise,2wouN3QXejYa5tKetYdcVX,4 Morant (Better Luck Next Time),3XOmSRuEEq7rK4XNzWQdyT,75,54,"['chillwave', 'indietronica', 'vaporwave']",251930
805,Grupo Marca Registrada,1gW6pz5n1aK249L0GvfQCC,Princesa,1JhGcvVRdJoteIf56GkGwf,74,76,"['corrido', 'norteno', 'sad sierreno']",3316125
806,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Too Sad to Dance,3bNNvJA7hsGw0wSpGkfOBm,81,88,['k-pop'],10924148
807,Drake,3TVXtAsR1Inumwj472S9r4,7969 Santa,2PHAwk4AGIF6dLyWpJjiqB,74,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",81476124
808,aespa,6YVMFz59CuY7ngCxTxjpxE,Better Things,6zZWoHlF2zNSLUNLvx4GUl,81,71,['k-pop girl group'],3930766
809,YOASOBI,64tJ2EAv1R6UaZqc4iOCyj,アイドル,7ovUcF5uHTBRzUpB6ZOmvt,84,75,"['j-pop', 'japanese teen pop']",6666320
810,King Breez,1w9KqqVyPPhISVUxlSlv3U,Ain’t Bout Chu,7uRN5X32EWKHa5d01CDikL,69,46,[],182
811,alex_g_offline,0bC6e2YtIRLbKx2txHFmEo,Break,4Rsv5fRmgTH88RLp7xN5sz,73,60,[],94892
812,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,DELRESTO (ECHOES) (feat. Beyoncé),0OEe83mMZ5kaNw5uZQ7ilG,77,90,"['hip hop', 'rap', 'slap house']",24940449
813,Labrinth,2feDdbD5araYcm6JhFHHw7,Never Felt So Alone,2NbsBSshscKIPRG3kwBbfo,78,76,"['indie poptimism', 'pop']",3081808
814,jnhygs,0H942IkjXv9bjx5OxoG7kh,JERK!,6FRiFD0r9Mnv9VFnW4A7wB,74,69,"['sigilkore', 'sped up']",195119
815,Drake,3TVXtAsR1Inumwj472S9r4,8am in Charlotte,6NWlMpjEXx3u9f5liDGuE5,75,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",81476124
816,KaMillion,3ZydLzGMI3JnkcfVrbh6Vn,BORED,4rWVXriWiH9Dqi7SCT9OcB,69,46,[],27569
817,Young Miko,3qsKSpcV3ncke3hw52JSMB,wiggy,4xU4XeklG562EnanWzpY3A,84,81,"['trap latino', 'urbano latino']",1529989
818,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,I Knew You Were Trouble - Spotify Singles,30QYxvXOJZhGBF6DvpNb8w,75,76,['pop'],6288414
819,Warren Zeiders,7kplJl06UmldxLKseURAYi,Pretty Little Poison,0MIp9iBm1V41ERxkZnmSUG,71,65,['modern country pop'],486228
820,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Love Story/Interlude,0wI9sEQbz9LlI7P1NDutmU,70,78,['florida rap'],5787712
821,Post Malone,246dkjvS1zLTtiykXe5h60,Mourning,0gWrMbx6pbdH3n3nsLjE55,76,86,"['dfw rap', 'melodic rap', 'pop', 'rap']",42558785
822,d4vd,5y8tKLUfMvliMe8IKamR32,You and I,1tuSpba0RXUMubHpAOWlMN,74,75,"['bedroom pop', 'bedroom r&b']",1898310
823,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Double Fantasy (with Future),4VMRsbfZzd3SfQtaJ1Wpwi,79,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",73996091
824,Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,In Your Love,1y3CG6thNhG1ndaNW0JuEp,70,75,"['kentucky indie', 'kentucky roots', 'outlaw country']",2089923
825,Zach Templar,5YgOA27qcu8nSl1lp5ektj,missin something,790xAaylcgzyKm40GM95Gl,74,52,[],103997
826,ATEEZ,68KmkJeZGfwe1OUaivBa2L,BOUNCY (K-HOT CHILLI PEPPERS),5KyOUICJIvO0z71MBdPGiX,79,69,"['k-pop', 'k-pop boy group']",3298082
827,Laufey,7gW0r5CkdEUMm42w9XpyZO,Bewitched,0pfpeTGQOWlGp6YUUbBD42,74,77,['gen z singer-songwriter'],2052338
828,Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,Big Mad Skit,7ztZP2QP0E3QEGG5NyRpX3,69,82,"['r&b', 'rap']",4864019
829,Jey One,0B4uq7LA4vdVwFPDoOcVtw,Onana,5oVBCcGv1EX2foIs6X6GRw,77,58,['dembow dominicano'],120750
830,Cartel De Santa,07PdYoE4jVRF6Ut40GgVSP,Shorty Party,55ZATsjPlTeSTNJOuW90pW,82,74,"['latin hip hop', 'mexican hip hop']",15642854
