,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,key,mode,type
518,0.641,0.585,-6.836,0.0317,0.00276,0.000738,0.642,0.697,137.033,2JqkpMe2eJToJNHEqkJeCu,96350,4,2.0,1.0,audio_features
519,0.727,0.677,-2.871,0.0325,0.248,0,0.143,0.639,118.995,5xXqyjLicvEpch72qEryFT,242473,4,7.0,1.0,audio_features
520,0.783,0.768,-8.471,0.157,0.00198,0,0.171,0.267,143.071,3FhZPYvMGSjFc6boVYKlCv,124806,4,11.0,0.0,audio_features
521,0.731,0.605,-5.01,0.19,0.067,7.7e-06,0.177,0.413,132.946,41bmnQZoDMQdDh5zyomtW7,216704,4,1.0,1.0,audio_features
522,0.882,0.934,-1.479,0.0501,0.292,0.0024,0.0549,0.611,130.032,35FW5OEe4p38LdjK1KqT2X,171761,4,8.0,0.0,audio_features
523,0.735,0.442,-9.529,0.0719,0.68,0.0011,0.0992,0.277,128.013,2UU11hvjN1JIn4iihEodNT,149853,4,2.0,0.0,audio_features
524,0.65,0.526,-28.31,0.109,0.00248,0.958,0.104,0.0185,195.402,6wcOZYN94DqWv7IbWuO9V4,151486,3,1.0,1.0,audio_features
525,0.701,0.558,-5.546,0.264,0.0161,0.0725,0.288,0.432,156.042,39xDX63yonTblgoHdTKLtI,124567,4,1.0,1.0,audio_features
526,0.346,0.149,-12.156,0.0378,0.404,0.000117,0.104,0.259,155.422,5S9hlmzNQwZuhynLfxZ8Lg,207880,3,7.0,1.0,audio_features
527,0.515,0.781,-2.608,0.0535,0.00192,0,0.054,0.57,139.846,6dTA6y0C2ReQklntzZl8l3,267653,4,4.0,1.0,audio_features
528,0.633,0.454,-8.016,0.0875,0.739,0,0.148,0.282,74.828,5ydjxBSUIDn26MFzU3asP4,179560,4,9.0,0.0,audio_features
529,0.939,0.521,-7.468,0.379,0.195,0,0.201,0.515,124.995,4EzkcqltSOxYE2lstuLOFs,133000,4,1.0,1.0,audio_features
530,0.594,0.304,-14.389,0.036,0.956,0.00579,0.119,0.308,122.636,7EDcAz6iuKSkxH4VcC3Oko,158105,4,7.0,1.0,audio_features
531,0.862,0.416,-7.795,0.286,0.0531,0.000373,0.151,0.25,107.49,5xzOYsed90dyzNH7MSigpp,133694,4,10.0,1.0,audio_features
532,0.795,0.341,-7.869,0.166,0.59,6.53e-05,0.12,0.313,119.872,1cFKKdG6gmpptMBFxasJOE,208040,4,7.0,0.0,audio_features
533,0.558,0.657,-4.853,0.232,0.132,0,0.147,0.5,91.306,2hkcNrUwTVwKqjfUO1Kx3d,177893,4,1.0,1.0,audio_features
534,0.885,0.576,-7.17,0.238,0.0695,0.000235,0.0993,0.805,76.004,15sNe8FD178zMsVz6ug0AS,176840,4,10.0,0.0,audio_features
535,0.497,0.501,-4.141,0.03,0.305,0,0.377,0.669,109.732,3upTB6o5YgeALHgDp3mzte,239637,1,2.0,1.0,audio_features
536,0.682,0.764,-6.314,0.0327,0.000779,0.0089,0.373,0.248,125.018,4GL9GMX9t7Qkprvf1YighZ,258843,4,1.0,1.0,audio_features
537,0.637,0.639,-7.832,0.0542,0.0926,0.00503,0.223,0.81,92.987,1Fav4xZn60uGM3XmiHJmvT,181482,4,11.0,0.0,audio_features
538,0.843,0.764,-2.494,0.0741,0.0356,0,0.0448,0.872,96.025,6ejks4eS7DOoYW8hrpRcDV,205145,4,10.0,0.0,audio_features
539,0.686,0.689,-4.46,0.0548,0.311,0,0.147,0.758,84.016,1EKZmfqveHKe78Isfk07w4,166571,4,9.0,1.0,audio_features
540,0.474,0.763,-4.632,0.0505,0.159,0,0.138,0.231,78.133,0zo975x58DlXbZllWvfYhg,252386,4,2.0,1.0,audio_features
541,0.633,0.607,-6.182,0.0532,0.183,1.38e-06,0.167,0.363,74.029,0SftJDguUa1F5SsQwwkLw4,182293,4,0.0,0.0,audio_features
542,0.624,0.585,-5.847,0.0328,0.3,0,0.0916,0.65,142.883,1HCdems7PQZRj42QDWLA0A,321397,4,3.0,1.0,audio_features
543,0.691,0.711,-4.982,0.22,0.00148,0,0.341,0.195,139.764,5I8LS9jiW5xju1lzakh1s3,192879,4,1.0,1.0,audio_features
544,0.783,0.592,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018,739WUU1tPFLO4x4HJq561K,174253,4,11.0,0.0,audio_features
545,0.59,0.688,-6.512,0.0467,0.000171,0,0.134,0.155,77.999,3YBU7JlsPHIXhEuc7OXrIT,148761,4,2.0,1.0,audio_features
546,0.76,0.635,-7.245,0.0294,0.651,0.000175,0.0871,0.526,111.992,0KSwFEkVh0KCBR0TwqBVen,263811,3,1.0,1.0,audio_features
547,0.565,0.203,-13.656,0.0332,0.902,0,0.115,0.408,93.213,5PJH1U5Iie893v48Fl9yaC,180000,4,2.0,1.0,audio_features
548,0.348,0.45,-13.126,0.451,0.658,3.47e-06,0.102,0.497,178.65,1VSJTVzLy3NfHQB6DpjKk9,194064,4,1.0,1.0,audio_features
549,0.793,0.52,-7.457,0.0696,0.246,0,0.0878,0.309,107.014,3p7XQpdt8Dr6oMXSvRZ9bg,194926,4,11.0,0.0,audio_features
550,0.64,0.664,-5.966,0.122,0.000409,0,0.27,0.518,142.833,6dhLnWxKnrrCszvUKRPkNq,95687,4,5.0,1.0,audio_features
551,0.628,0.497,-5.794,0.0271,0.114,0,0.112,0.157,114.704,5VEnzMXc8ocZko4M4TqnR2,208115,5,2.0,1.0,audio_features
552,0.763,0.814,-4.161,0.0684,0.0914,0.000103,0.0956,0.524,110.008,4Xid2bPvFoMcwp6NeUT2Ap,166420,4,9.0,0.0,audio_features
553,0.497,0.644,-4.309,0.0443,0.188,0,0.114,0.779,162.542,5HR7yfhSCeoOHRQN05XnZQ,169419,4,10.0,1.0,audio_features
554,0.881,0.551,-6.41,0.123,0.0205,0.16,0.19,0.196,119.951,0FkD2FHEZrZIofVkY6XPFK,126523,4,2.0,1.0,audio_features
555,0.753,0.669,-4.914,0.104,0.0378,0,0.122,0.584,140.948,0J1YRLYhTG1MBosjidD7OI,247469,4,7.0,0.0,audio_features
556,0.479,0.218,-11.997,0.0375,0.737,3.22e-06,0.114,0.171,172.074,3yn01PcU95PTbiZ3xvop2j,278671,4,0.0,1.0,audio_features
557,0.443,0.555,-15.143,0.175,0.000689,8.16e-06,0.119,0.489,147.193,3j9Ivwkg9sYcaR9mlnjsAX,119895,4,7.0,1.0,audio_features
558,0.821,0.341,-5.915,0.281,8.73e-05,0.00746,0.18,0.344,139.885,1xemKSmCnH59ze3KX5wwgH,196653,4,8.0,1.0,audio_features
559,0.92,0.662,-7.659,0.244,0.0026,0.00131,0.0856,0.767,120.012,0wnZP5KJSJ8xmTJmmjOqwr,128000,4,0.0,1.0,audio_features
560,0.442,0.605,-4.639,0.0284,0.238,6.44e-05,0.307,0.358,87.194,4vziJcnB2Qyi9o4nIRUeN7,248333,4,4.0,0.0,audio_features
561,0.664,0.529,-6.149,0.0392,0.539,5.28e-05,0.0697,0.439,148.12,1mF6RkY7x1KsDBZS6cV5f1,167988,4,2.0,1.0,audio_features
562,0.835,0.679,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,3tt9i3Hhzq84dPS8H7iSiJ,162638,4,7.0,0.0,audio_features
563,0.475,0.666,-4.962,0.0312,0.644,1.2e-05,0.0988,0.765,159.744,6VsqdsaY4oV06NODea0L0J,185208,4,11.0,0.0,audio_features
564,0.603,0.797,-5.279,0.0474,0.00443,5.63e-06,0.103,0.235,135.438,1slDsIJxew9AOOA3v0xFzn,106307,4,6.0,0.0,audio_features
565,0.934,0.486,-9.561,0.164,0.466,3.73e-05,0.0963,0.372,130.052,5fpyAakgFOm4YTXkgfPzvV,134387,4,0.0,0.0,audio_features
566,0.59,0.628,-5.915,0.0316,0.166,3.11e-06,0.0919,0.268,143.979,4JyfG2WBcDjlc8TODyBIbx,232795,4,7.0,1.0,audio_features
567,0.654,0.62,-5.855,0.0846,0.177,0,0.0987,0.653,146.928,6NdnvPwQvZb147DVa4x14h,207387,4,2.0,1.0,audio_features
568,0.611,0.703,-2.924,0.0282,0.0541,1.29e-06,0.105,0.358,116.11,0tGqk0HlYMQ16aj7yJwleF,359770,4,9.0,1.0,audio_features
569,0.782,0.793,-5.177,0.0387,0.4,6.98e-06,0.0824,0.869,132.997,0lc2neV7ZzjZExwCIVG2B3,155551,3,9.0,0.0,audio_features
570,0.559,0.69,-5.682,0.0388,0.036,0.000644,0.116,0.145,150.027,1U29Vg8V5ivbxirZaG7XAR,154400,4,1.0,1.0,audio_features
571,0.427,0.915,-1.909,0.0619,0.00667,0,0.221,0.355,162.201,4tMzIAFTFdqGBQLdfbPces,245413,4,5.0,1.0,audio_features
572,0.629,0.763,-4.279,0.0453,0.244,0,0.312,0.809,93.023,7vgn9nppFQODNFSAI3PhWd,214191,4,0.0,0.0,audio_features
573,0.434,0.528,-7.152,0.0798,0.111,0,0.157,0.445,65.687,0AYbYBTgEPgRmDnk2u6OQv,260256,4,1.0,0.0,audio_features
574,0.512,0.796,-4.075,0.0645,0.00147,0.000209,0.0938,0.344,171.014,72JK4dQucgW046zd9SQIWR,201573,4,1.0,1.0,audio_features
575,0.854,0.674,-6.23,0.184,0.0517,8.53e-05,0.509,0.848,99.022,22x8qhtiGTx7xU6mz1T2aE,215467,4,1.0,1.0,audio_features
576,0.512,0.796,-4.075,0.0645,0.00147,0.000209,0.0938,0.344,171.014,6BdStXIdYMmEJed1zJUHkr,201573,4,1.0,1.0,audio_features
577,0.487,0.991,-2.454,0.137,0.00473,0.00316,0.379,0.439,142.041,5z6IuFSIc3OrZGDC2Q9icP,121734,4,2.0,0.0,audio_features
578,0.493,0.927,-3.246,0.0576,1.26e-05,3.66e-06,0.246,0.312,102.536,2kjH4Q6WxvlpGnlgwmv4eG,213192,4,2.0,1.0,audio_features
579,0.849,0.581,-5.464,0.261,0.0178,0,0.092,0.274,142.015,1IzJxbARcQrOWMZgPw1PNj,217610,4,6.0,0.0,audio_features
580,0.481,0.539,-7.865,0.108,0.551,0.00539,0.12,0.621,153.277,1o8Z7GD1CeOaVBEyuzu4HO,186678,4,4.0,0.0,audio_features
581,0.67,0.559,-5.768,0.0595,0.38,1.28e-06,0.0939,0.567,146.987,60bbiP93CSxmLibuwvxay9,197803,4,2.0,1.0,audio_features
582,0.238,0.557,-10.693,0.0384,0.493,0.465,0.0975,0.633,130.089,2AOZQpJdjv5FRM2bHBsVD5,51085,4,10.0,0.0,audio_features
583,0.743,0.544,-7.483,0.03,0.463,0,0.14,0.637,94.967,2a8yglXvNw07OWu4lO2ByG,212861,4,2.0,0.0,audio_features
584,0.735,0.719,-4.434,0.0379,0.57,1.38e-05,0.107,0.933,148.167,62vhlXTC4rrb13dVUlyYpO,164483,3,5.0,1.0,audio_features
585,0.468,0.608,-4.938,0.0363,0.191,0,0.304,0.146,134.096,4XqczOAx1WqTRsuRwcMzsR,228373,3,1.0,1.0,audio_features
586,0.468,0.608,-4.938,0.0363,0.191,0,0.304,0.146,134.096,2QTKo9cLPNo9nOGy9lOrh5,228373,3,1.0,1.0,audio_features
587,0.676,0.588,-7.025,0.275,0.137,8.47e-06,0.137,0.484,186.012,63Vbrr4rLLPEGr5JKuURuU,230461,4,7.0,1.0,audio_features
588,0.773,0.82,-5.897,0.115,0.394,0,0.0739,0.555,92.996,0YtFLRMc3ZdiAnIYOSNUgo,269187,4,0.0,0.0,audio_features
589,0.705,0.505,-6.923,0.193,0.142,0,0.164,0.388,160.053,6g2sW6zQj9RK9V0gCMqvUF,218880,4,8.0,1.0,audio_features
590,0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,0Z6MIlJDjWR33HZQyi9EnK,199111,4,9.0,0.0,audio_features
591,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,63t9P3jgV6YZeXgKJVL6Pr,260256,4,1.0,0.0,audio_features
592,0.773,0.82,-5.897,0.115,0.394,0,0.0739,0.555,92.996,0yHgWrJAWTz0LDMVJSxxly,269187,4,0.0,0.0,audio_features
593,0.677,0.592,-7.108,0.28,0.134,3.24e-06,0.174,0.527,186.044,68vxy7hG5VM0LLcfEviG81,230461,4,7.0,1.0,audio_features
594,0.659,0.381,-5.922,0.0304,0.385,0,0.0972,0.426,119.844,5VwPQ67RnKd7PRPpzqq1sq,252227,3,2.0,0.0,audio_features
595,0.773,0.82,-5.897,0.115,0.394,0,0.0739,0.555,92.996,6PK36ASItqsUKzLbRqmyPp,269187,4,0.0,0.0,audio_features
596,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,7sjGdPUjTHQ7hHEBjLoRNC,260256,4,1.0,0.0,audio_features
597,0.468,0.608,-4.938,0.0363,0.191,0,0.304,0.146,134.096,00ZvUqyarh9Kb32dsF6tJg,228373,3,1.0,1.0,audio_features
598,0.705,0.505,-6.923,0.193,0.142,0,0.164,0.388,160.053,4R4ytjX1VbW8ewn03PruwL,218880,4,8.0,1.0,audio_features
599,0.512,0.796,-4.075,0.0645,0.00147,0.000209,0.0938,0.344,171.014,1S5Jx1fiigVJY0OSAt5qGc,201573,4,1.0,1.0,audio_features
600,0.434,0.528,-7.152,0.0798,0.111,0,0.157,0.445,65.687,7CnkF0nZ7IHGzFUGTY8L9z,260256,4,1.0,0.0,audio_features
601,0.658,0.282,-8.282,0.0353,0.433,0,0.0741,0.39,119.757,1Syo2PLDVsq4cOZPDM9ewD,277724,3,2.0,0.0,audio_features
602,0.71,0.774,-5.511,0.041,0.117,0,0.0967,0.61,107.96,5hYvgg2VChQErci875xVU3,213520,4,9.0,0.0,audio_features
603,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,1Wpil5J78JcLBCGR7psA0m,260256,4,1.0,0.0,audio_features
604,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,4nZao8gW3arr3QRGNvENnF,260256,4,1.0,0.0,audio_features
605,0.71,0.774,-5.511,0.041,0.117,0,0.0967,0.61,107.96,1Gnyt1wk4a3KnxT6E7T34h,213520,4,9.0,0.0,audio_features
606,0.702,0.586,-7.83,0.0313,0.0388,7.27e-05,0.156,0.608,134.951,2XoaAaZJcKLg1mX8IRdhEr,199111,4,9.0,0.0,audio_features
607,0.676,0.588,-7.025,0.275,0.137,8.47e-06,0.137,0.484,186.012,1Olo180aj4CoUBxdUpKGKf,230461,4,7.0,1.0,audio_features
608,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,6B5j9OjFBmyIZbvR57mGNR,260256,4,1.0,0.0,audio_features
609,0.468,0.608,-4.938,0.0363,0.191,0,0.304,0.146,134.096,0iwWlPe5L0CtS5G0xpyeY0,228373,3,1.0,1.0,audio_features
610,0.535,0.791,-5.55,0.0327,0.00096,0.000155,0.0788,0.5,142.981,7HvpYpYQGZ0IVnbCfh6HRj,211814,4,0.0,1.0,audio_features
611,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,7pKT4I014zXJ8XJdD1ZhzW,260256,4,1.0,0.0,audio_features
612,0.501,0.403,-9.611,0.0747,0.116,1.03e-05,0.124,0.27,132.608,2qth6Qb8nUluuDGV0uN48c,260640,3,7.0,1.0,audio_features
613,0.685,0.816,-5.496,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,0nijv6WXoNd8g3ISchEUMZ,215627,4,0.0,1.0,audio_features
614,0.676,0.588,-7.025,0.275,0.137,8.47e-06,0.137,0.484,186.012,4oNTNWb4iFHFCIfDBf1ge9,230461,4,7.0,1.0,audio_features
615,0.583,0.491,-9.876,0.0503,0.124,0,0.331,0.391,79.975,5U5sgSEsaxANe8qf66W1HN,234400,4,7.0,0.0,audio_features
616,0.584,0.547,-6.632,0.0941,0.0509,2.41e-06,0.181,0.0817,120.963,4ZerVPIpjjqG7pGQJ9KgDT,285630,4,2.0,1.0,audio_features
617,0.824,0.607,-8.077,0.0566,0.0248,0,0.115,0.734,112.392,2cpAMkytkJoaaLYO6pXBey,164245,3,8.0,1.0,audio_features
618,0.621,0.393,-9.553,0.0275,0.778,0.00703,0.104,0.53,113.925,0tMMPZEt6Gyrl9FI8zSicm,135067,3,1.0,1.0,audio_features
619,0.649,0.777,-5.3,0.195,0.0044,0,0.226,0.523,155.02,5wotbFovMedDXEMKC4DrHf,187048,4,1.0,1.0,audio_features
620,0.598,0.861,-5.351,0.0604,0.0814,0.000652,0.185,0.644,161.956,3SRtygyWBQnoxuOPtdBPm2,227827,4,6.0,0.0,audio_features
621,0.689,0.539,-7.671,0.048,0.178,1.45e-05,0.106,0.239,119.949,3OdIiWnYRHPYtC313Z0Bwy,229627,4,2.0,0.0,audio_features
622,0.395,0.784,-5.903,0.132,0.0135,0,0.213,0.353,161.946,4CiVz4bw7X1zjCaJ5ZwxUS,203948,4,10.0,0.0,audio_features
623,0.72,0.798,-5.42,0.0359,0.221,0,0.181,0.949,97.918,1wwjfgCUXaupR7q3tv6ZXN,167267,4,11.0,0.0,audio_features
624,0.323,0.737,-4.008,0.0335,0.14,0.000162,0.163,0.156,112.923,2b8yhmg8qCoR9G3rH64pS9,241067,4,10.0,1.0,audio_features
625,0.602,0.528,-7.152,0.0556,0.11,0,0.157,0.455,133.851,7ApZEigUvQZ87ZkM2VQ8rD,260256,4,1.0,0.0,audio_features
626,0.676,0.588,-7.025,0.275,0.137,8.47e-06,0.137,0.484,186.012,1JGUmx1KbVxbKrIGl3iow8,230461,4,7.0,1.0,audio_features
627,0.685,0.816,-5.496,0.0308,0.0216,2.05e-05,0.439,0.619,118.065,3C2OESevCYUUStGBvOTdto,215627,4,0.0,1.0,audio_features
628,0.747,0.739,-6.008,0.0487,0.0106,2.22e-05,0.101,0.523,120.996,4GMsq004Z94gPkYSv6iOXS,220196,4,8.0,1.0,audio_features
629,0.529,0.866,-5.816,0.0452,0.00281,0.00526,0.0287,0.55,116.004,2eGvz6O6tVnh9nKiitDEhZ,163600,4,3.0,0.0,audio_features
630,0.735,0.459,-10.164,0.273,0.706,2.04e-06,0.101,0.583,74.052,2f86Ae3R4OKAu1lEIqouih,147667,4,6.0,0.0,audio_features
631,0.65,0.574,-10.3,0.101,0.396,0.000112,0.354,0.441,83.963,2Ggr9IfS70wYQacW8nZKPG,237745,4,11.0,0.0,audio_features
632,0.739,0.913,-2.749,0.0413,0.00311,2.61e-05,0.0839,0.307,154.982,2Dp5Rqruog8SR6x7UtlIpY,86710,4,0.0,1.0,audio_features
633,0.708,0.731,-4.872,0.0345,0.0189,4.47e-06,0.129,0.379,116.975,0eBFgRxyVSeuT4iyrbukdn,239533,4,3.0,1.0,audio_features
634,0.308,0.544,-9.056,0.217,0.0127,2.66e-05,0.458,0.465,74.229,7qzQfE2se3Ai5reZcxs920,124368,4,8.0,0.0,audio_features
635,0.484,0.753,-5.23,0.0503,0.11,5.95e-06,0.193,0.281,80.995,4bARASJEokNacSYtEhoNBp,216673,4,2.0,1.0,audio_features
636,0.898,0.732,-3.982,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,6maTPqynTmrkWIralgGaoP,142759,4,7.0,1.0,audio_features
637,0.748,0.99,-2.39,0.151,0.303,0.132,0.267,0.386,126.015,6yVjjQA31SLM1kc4j5jPwF,118194,4,1.0,1.0,audio_features
638,0.687,0.691,-6.044,0.0621,0.000799,1.16e-06,0.131,0.398,149.044,1uKWqIe47TjOC06rvTEWQa,129637,4,1.0,1.0,audio_features
639,0.836,0.826,-2.66,0.0461,0.213,6.03e-06,0.0814,0.579,102.025,1aUq8rjW1EwkAkMri4VfJy,197101,4,11.0,0.0,audio_features
640,0.575,0.5,-7.594,0.0707,0.227,0,0.335,0.506,67.033,4W4fNrZYkobj539TOWsLO2,232857,4,1.0,0.0,audio_features
641,0.711,0.914,-2.766,0.0677,0.0891,0,0.0749,0.939,148.056,7uuqrSuCjWxPTCVyOeGMyt,126081,3,7.0,0.0,audio_features
642,0.452,0.589,-8.371,0.0458,0.18,0.00048,0.139,0.315,141.692,35SbrfbaSpGUBX7e5BPega,219955,4,10.0,0.0,audio_features
643,0.663,0.78,-4.951,0.0536,0.000379,0,0.14,0.356,144.972,5itTZ7kNRBl65Nn1QO9Ax9,122488,4,0.0,1.0,audio_features
644,0.563,0.755,-4.504,0.0253,0.0134,0,0.399,0.811,92.988,1xdsRkWxWWUkKhh9hRtfYp,177400,4,5.0,1.0,audio_features
645,0.302,0.584,-6.242,0.063,0.385,5.22e-05,0.089,0.159,199.804,4Zj2uX6ApCFK9XzjwIhCIr,170825,4,1.0,1.0,audio_features
646,0.571,0.584,-5.38,0.0501,0.0738,0,0.0591,0.783,182.317,0pliiCOWPN0IId8sXAqNJr,190554,4,9.0,1.0,audio_features
647,0.671,0.839,-2.645,0.0866,0.179,0,0.0748,0.882,83.845,2gkVEnpahpE3bQuvGuCpAV,147557,4,1.0,1.0,audio_features
648,0.623,0.755,-5.386,0.0415,0.00306,0,0.387,0.32,119.957,6EY9e6LyPWmL8hUS5E1P0h,212254,4,7.0,1.0,audio_features
649,0.772,0.73,-6.657,0.0972,0.152,0.000107,0.274,0.786,136.175,0FxtC8uFapbpDBliAU3sd6,174943,3,11.0,0.0,audio_features
650,0.82,0.725,-5.065,0.0879,0.206,0,0.209,0.555,95.055,7kp6XhIxrvNb8BgTwLjaEx,188333,4,10.0,0.0,audio_features
651,0.645,0.8,-4.272,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,5kB6WithhB8Iv08EMNmAbt,172480,4,6.0,1.0,audio_features
652,0.762,0.48,-6.595,0.0471,0.611,0,0.0907,0.598,127.95,4mYSL3RDHto3rcl7I57ndv,195000,4,10.0,0.0,audio_features
653,0.684,0.509,-10.702,0.0397,0.076,0,0.0533,0.796,99.24,127UT7AiWflJwjXWUBBVTQ,242133,4,8.0,1.0,audio_features
654,0.856,0.719,-4.923,0.194,0.587,2.89e-05,0.09,0.417,128.161,7EpOXgSRgnglRWr86pZfGU,173005,4,0.0,0.0,audio_features
655,0.678,0.739,-4.358,0.044,0.0712,0,0.388,0.108,110.967,0a4SMs889NwP8oWI7Vemle,226715,4,3.0,1.0,audio_features
656,0.605,0.79,-5.576,0.0454,0.16,0,0.126,0.507,105.997,0U4iRayct65wsaBMQGiLbg,189773,4,5.0,1.0,audio_features
657,0.501,0.445,-9.117,0.0369,0.614,0.0373,0.194,0.0549,106.627,736PP5LTtREkDgktNmX3Gu,174513,5,7.0,1.0,audio_features
658,0.946,0.445,-11.703,0.14,0.0133,0,0.214,0.174,112.008,5UOVAi0nL5PBj6OJLat2xO,165885,4,1.0,0.0,audio_features
659,0.419,0.274,-9.321,0.0314,0.862,0,0.092,0.25,79.595,5ONOlTiqymhzwcFjqcIT6E,154237,4,2.0,1.0,audio_features
660,0.713,0.311,-9.181,0.189,0.00882,0,0.164,0.0632,136.988,2GB0DlX5l8gmqAW0SQa6yF,155154,4,7.0,0.0,audio_features
661,0.585,0.815,-4.165,0.0565,0.115,0,0.124,0.564,132.09,59hBR0BCtJsfIbV9VzCVAp,200930,4,0.0,0.0,audio_features
662,0.314,0.592,-7.182,0.0344,0.000241,2.03e-06,0.122,0.18,177.939,6QnfsyzifAJJrNHYTO6j9J,270067,4,2.0,1.0,audio_features
663,0.583,0.372,-9.58,0.0281,0.664,9.51e-06,0.112,0.338,104.973,39fD0qvjgk8RarJnoBiDTx,225360,4,4.0,1.0,audio_features
664,0.679,0.785,-6.436,0.0364,0.0802,0,0.127,0.819,91.043,1QpM1kB7sggMOBuWUNUnfg,129953,3,1.0,1.0,audio_features
665,0.655,0.499,-13.269,0.0967,0.0264,1.83e-06,0.124,0.268,83.493,694k4TfDqOqmhebj79li54,184059,4,8.0,0.0,audio_features
666,0.574,0.801,-3.728,0.0393,0.58,0,0.496,0.77,132.538,7yci6r0cjX0Np5AshDZOsR,188412,4,0.0,1.0,audio_features
667,0.483,0.768,-4.911,0.0344,0.014,0,0.109,0.332,166.061,3BHFResGQiUvbYToUdaDQz,165175,4,0.0,1.0,audio_features
668,0.692,0.846,-7.039,0.0451,0.0592,2.99e-06,0.0814,0.97,138.124,69kFrD7Mi8MJq9tAvJaYqO,158926,3,6.0,0.0,audio_features
669,0.577,0.573,-7.622,0.156,0.00561,0,0.0999,0.588,181.072,4Zx0yrZwW4uNpd1FhIrOV5,193333,3,7.0,0.0,audio_features
670,0.676,0.844,-4.831,0.407,0.271,0,0.0994,0.424,163.992,166lmjn9xjWj1AEdGX8PYh,156307,4,5.0,0.0,audio_features
671,0.886,0.558,-7.806,0.346,0.00789,0,0.133,0.614,75.499,6N7TGPYfGP2oxiy9Cpaz9G,185453,4,1.0,1.0,audio_features
672,0.655,0.572,-7.666,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,53UMRr4KOgZP5Ins0aGlhs,131825,4,3.0,0.0,audio_features
673,0.702,0.68,-5.451,0.0373,0.24,0,0.111,0.86,122.895,4yjeRuoVickg1G87LWeRes,204253,3,7.0,0.0,audio_features
674,0.46,0.571,-5.85,0.0354,0.226,0,0.273,0.528,138.629,3vsdSgCvepm6kroIPLa4Oz,200133,4,4.0,1.0,audio_features
675,0.617,0.655,-3.616,0.17,0.0934,6.17e-06,0.487,0.626,173.891,05OnZaYopHpb0z7ktT2FIF,215172,4,2.0,1.0,audio_features
676,0.584,0.582,-5.124,0.0429,0.109,0,0.323,0.48,170.996,2djNsYsA71cIs4A8YaF59J,162191,4,10.0,1.0,audio_features
677,0.566,0.554,-7.828,0.245,0.0143,1.48e-06,0.104,0.0803,139.953,5QvUAv8nPnnA3AL20pgx46,164143,4,10.0,0.0,audio_features
678,0.55,0.366,-8.46,0.0276,0.447,4.43e-06,0.101,0.16,79.401,59KOoHFcw5XfICnO57holu,369120,3,10.0,1.0,audio_features
679,0.836,0.409,-14.189,0.188,0.258,4.92e-06,0.242,0.233,101.931,5C8h9PY9oTneqJihbn10NB,122321,4,9.0,1.0,audio_features
680,0.845,0.795,-3.502,0.0681,0.343,1.78e-05,0.224,0.681,94.969,2kz1YOhJiNubjigR1gB1VX,197053,4,9.0,0.0,audio_features
681,0.759,0.567,-7.911,0.248,0.118,0.0278,0.105,0.421,87.981,11xC6P3iKYpFThT6Ce1KdG,277044,4,2.0,1.0,audio_features
682,0.436,0.409,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,6unndO70DvZfnXYcYQMyQJ,160166,3,5.0,1.0,audio_features
683,0.785,0.897,-3.447,0.158,0.0452,0,0.222,0.891,115.916,6uTPA1xlcsk6dbchB2dhzl,131038,4,4.0,0.0,audio_features
684,0.646,0.472,-6.743,0.0323,0.193,0,0.269,0.166,120.187,7hSdspr7RBzq8VYOSVwALb,280000,4,0.0,1.0,audio_features
685,0.663,0.872,-5.056,0.2,0.0153,0,0.0519,0.626,142.951,4QhnNyKDsAkXPwHkSnuc89,185539,4,11.0,1.0,audio_features
686,0.841,0.741,-4.89,0.048,0.363,2.37e-06,0.0987,0.849,92.988,3LzAFrnO7CxaeBgtQhHsAP,348400,4,1.0,0.0,audio_features
687,0.784,0.7,-5.289,0.0396,0.0112,1.76e-05,0.163,0.204,126.015,6l8mgVN9Xf1hiDIFGA6CTE,260962,4,1.0,1.0,audio_features
688,0.544,0.511,-9.795,0.118,0.475,3.19e-06,0.389,0.4,74.052,6P76Ve1pRObGGpuUTbYwsA,181185,4,3.0,0.0,audio_features
689,0.358,0.363,-10.559,0.034,0.786,7.04e-06,0.142,0.173,151.15,5ye1TParxcolbnNsOXO8qE,175875,3,8.0,1.0,audio_features
690,0.712,0.683,-6.342,0.271,0.19,0,0.0819,0.534,159.998,56rpEOCBATYItSa4yPksfe,188596,4,1.0,0.0,audio_features
