,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,key,mode,type
171,0.668,0.758,-5.176,0.0332,0.483,1.89e-05,0.0837,0.834,147.989,3qQbCzHBycnDpGskqOWY0E,165671,3,5.0,0.0,audio_features
172,0.61,0.571,-5.649,0.0782,0.00863,0,0.131,0.747,105.01,6iF4RgIjDvDqyW13PezSj3,171655,4,2.0,1.0,audio_features
173,0.524,0.643,-6.055,0.0297,0.451,0,0.221,0.397,135.962,0rCFRyEy4WXjRXNpO80Dzs,232059,4,9.0,1.0,audio_features
174,0.569,0.724,-4.076,0.0474,0.228,0,0.27,0.562,83.118,6pD0ufEQq0xdHSsRbg9LBK,194563,4,6.0,0.0,audio_features
175,0.715,0.567,-4.481,0.0865,0.06,0,0.0655,0.332,160.098,0lodMO0qK83vfPiiD7FMEt,223174,4,1.0,0.0,audio_features
176,0.487,0.49,-9.373,0.0649,0.554,0,0.126,0.325,141.389,1GpWY5RiInhezB8wGWs6oN,259847,4,10.0,0.0,audio_features
177,0.504,0.771,-4.231,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,5twSy6ffBrF03mnNUsUgJZ,197400,4,6.0,1.0,audio_features
178,0.626,0.309,-10.397,0.0433,0.85,1.31e-05,0.117,0.369,117.94,3JZjcKImHcmOI9ylL4zrSc,184090,4,1.0,1.0,audio_features
179,0.498,0.897,-4.907,0.045,0.00136,0,0.118,0.373,169.902,5w40ZYhbBMAlHYNDaVJIUu,184013,4,2.0,1.0,audio_features
180,0.699,0.541,-4.943,0.0826,0.0628,0,0.0916,0.365,98.395,6TBzRwnX2oYd8aOrOuyK1p,224921,4,0.0,1.0,audio_features
181,0.726,0.738,-4.788,0.355,0.0791,0,0.0297,0.896,121.953,4YQImHflXSiIMXntcwPkx8,175099,4,0.0,1.0,audio_features
182,0.585,0.86,-5.274,0.116,0.0566,0.000142,0.18,0.607,146.441,06tNJ27nVxbDwhiQMChWyr,102557,4,6.0,1.0,audio_features
183,0.786,0.814,-3.318,0.0873,0.0383,3.67e-05,0.22,0.365,95.084,63ui2w3QJBp8xx0c1MJB2Z,165582,4,1.0,1.0,audio_features
184,0.639,0.723,-6.462,0.0532,0.511,0,0.167,0.878,136.872,2i2gDpKKWjvnRTOZRhaPh2,187558,4,7.0,0.0,audio_features
185,0.512,0.709,-5.766,0.0329,0.0415,4.25e-06,0.107,0.261,97.981,6UoKX6uLJwhsnyTp5k5StP,211413,4,2.0,1.0,audio_features
186,0.684,0.541,-8.04,0.0483,0.0347,0,0.138,0.214,158.046,17IBDpAl3J39swaoPlfGpp,170415,4,5.0,0.0,audio_features
187,0.613,0.81,-6.16,0.488,0.832,0.899,0.137,0.686,150.251,0EqczV3o6fwksegAavIHpX,116104,4,1.0,1.0,audio_features
188,0.862,0.621,-7.423,0.283,0.379,0,0.415,0.239,124.081,6ulEymrJ2Azx1uo3YHSE5w,170268,4,2.0,1.0,audio_features
189,0.522,0.223,-9.561,0.0345,0.753,0,0.165,0.439,97.045,4dtIxANFBU6CfhI9c2hf2g,194440,4,1.0,0.0,audio_features
190,0.327,0.452,-9.726,0.0277,0.344,0.00332,0.11,0.202,132.427,4qG7hWhljsqqENL5PaLA2z,278126,4,9.0,1.0,audio_features
191,0.822,0.487,-5.815,0.223,0.385,6.55e-05,0.115,0.193,134.046,3TYOH7ta0101NYssoH5GlU,202635,4,1.0,1.0,audio_features
192,0.646,0.605,-7.59,0.188,0.0636,0,0.253,0.309,90.156,0Mrnt1YqVuW2bqmwu4VxDt,141213,3,0.0,1.0,audio_features
193,0.736,0.8,-5.38,0.0525,0.179,0,0.0498,0.961,140.253,3kf0WdFOalKWBkCCLJo4mA,112087,3,7.0,0.0,audio_features
194,0.554,0.854,-4.338,0.0561,0.00394,1.78e-06,0.0798,0.594,123.926,6W9l02gRsXVxzIuQC1oc1X,199422,4,2.0,1.0,audio_features
195,0.909,0.762,-3.974,0.0643,0.434,0,0.0856,0.843,101.987,6fNCrsrdIcgVd2aZZ0nnz4,142335,3,9.0,1.0,audio_features
196,0.57,0.295,-13.693,0.0445,0.837,0,0.167,0.231,84.139,3IHt4j5uAEl7iBu8Utn985,209991,3,8.0,0.0,audio_features
197,0.864,0.556,-7.683,0.194,0.255,3.85e-06,0.112,0.726,99.974,56y1jOTK0XSvJzVv9vHQBK,230480,4,2.0,0.0,audio_features
198,0.67,0.555,-9.12,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,4M68xjcc42oxyphhzpOWXS,146808,4,1.0,0.0,audio_features
199,0.743,0.671,-6.304,0.0382,0.0706,0,0.294,0.627,127.923,0p1hBWPaSxUDTSa32PyhnU,243962,4,11.0,1.0,audio_features
200,0.735,0.778,-3.23,0.0487,0.00105,0.025,0.0923,0.278,126.091,4D1k6x4MXTaSnljSvAXhaf,127742,4,11.0,1.0,audio_features
201,0.914,0.698,-5.228,0.115,0.32,8.76e-06,0.083,0.757,99.011,39L3LdlHS3gqB62HPWaJRg,225655,4,1.0,1.0,audio_features
202,0.736,0.645,-5.195,0.0807,0.0724,0.00086,0.136,0.201,132.024,4367dXCt02KMgELPisJ2D4,188870,3,1.0,1.0,audio_features
203,0.668,0.712,-5.927,0.0381,0.369,2.13e-05,0.108,0.264,100.02,6XbtvPmIpyCbjuT0e8cQtp,186000,4,5.0,1.0,audio_features
204,0.778,0.555,-5.473,0.231,0.325,0,0.111,0.271,143.916,1U3A66OHQyTu4N2QTMsP86,177451,4,6.0,0.0,audio_features
205,0.834,0.555,-7.902,0.197,0.0488,0,0.265,0.563,125.015,0rDQZJtSGgsB2rdkObpdFa,123644,4,5.0,0.0,audio_features
206,0.553,0.786,-5.477,0.0325,0.0438,0,0.119,0.673,149.968,0RBw4ODUQPO4cuAOZtBGga,140801,4,8.0,0.0,audio_features
207,0.65,0.405,-10.156,0.199,0.552,0,0.107,0.195,124.747,1PIgY9ybyFT9uWLM5POYGY,218612,4,7.0,0.0,audio_features
208,0.751,0.669,-5.367,0.445,0.442,2.11e-06,0.15,0.69,93.705,7ucEkWU0SVy0XFdfXESgfY,250851,4,7.0,1.0,audio_features
209,0.805,0.707,-3.758,0.0353,0.142,3.71e-05,0.563,0.744,122.014,4eMKD8MRroxCqugpsxCCNb,228197,4,6.0,0.0,audio_features
210,0.72,0.63,-3.547,0.277,0.673,0,0.0936,0.607,179.974,0DWdj2oZMBFSzRsi2Cvfzf,199440,4,4.0,0.0,audio_features
211,0.613,0.914,-5.153,0.03,0.00522,2.21e-06,0.26,0.916,141.978,1rXq0uoV4KTgRN64jXzIxo,206865,4,7.0,1.0,audio_features
212,0.647,0.34,-8.795,0.0496,0.245,0,0.107,0.176,91.998,24FUBxaAYSBlWsbSnEzDcn,277721,4,2.0,0.0,audio_features
213,0.759,0.706,-6.063,0.336,0.0992,1.52e-05,0.645,0.355,145.064,7rzNKooM3JrKVT40fR22HI,180774,4,11.0,0.0,audio_features
214,0.707,0.334,-12.792,0.244,0.375,0,0.17,0.143,127.944,03rwnftfgpYVO6QDWOZcG6,262769,4,7.0,1.0,audio_features
215,0.829,0.436,-8.205,0.327,0.15,0,0.0954,0.693,143.031,6HgWWaMu31KdOpEG5l28BG,223204,4,3.0,1.0,audio_features
216,0.74,0.758,-5.851,0.0921,0.061,1.44e-06,0.0967,0.757,171.925,73RbfOTJIjHzi2pcVHjeHM,189825,4,1.0,0.0,audio_features
217,0.576,0.683,-5.103,0.118,0.41,0,0.0819,0.433,151.566,1fvC3CmNAbsx0V9ULMU8NB,214056,4,7.0,1.0,audio_features
218,0.788,0.576,-6.996,0.0327,0.0372,0.000211,0.0634,0.889,124.115,2QN9zL3SzXdGqqmXO68gFp,238787,4,1.0,0.0,audio_features
219,0.652,0.879,-6.405,0.0784,0.00284,0.0896,0.0918,0.789,173.925,5VxmI3IdgAxWVvUnJoLuY2,117810,4,0.0,1.0,audio_features
220,0.783,0.592,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018,7FbrGaHYVDmfr7KoLIZnQ7,174253,4,11.0,0.0,audio_features
221,0.684,0.701,-11.994,0.0751,0.0875,0.135,0.111,0.498,124.969,7E9kejvFw8NDfuu4y3hqkp,138240,4,4.0,0.0,audio_features
222,0.823,0.388,-10.867,0.491,0.0187,0,0.0876,0.507,154.569,7sliFe6W30tPBPh6dvZsIH,139326,4,1.0,1.0,audio_features
223,0.791,0.892,-2.58,0.0521,0.0509,0.000355,0.0609,0.916,97.008,2hn2zOA2XFlv6DSmesylrL,150619,4,0.0,1.0,audio_features
224,0.302,0.584,-6.242,0.063,0.385,5.22e-05,0.089,0.159,199.804,6pRRHgDjfIGhTUCGlHX2p8,170825,4,1.0,1.0,audio_features
225,0.509,0.697,-4.425,0.0304,0.12,0,0.134,0.37,75.216,1u2Fe70Qm9VFCIMPWFlfc1,211194,4,9.0,0.0,audio_features
226,0.703,0.429,-9.076,0.0308,0.783,1.48e-06,0.113,0.416,129.034,0qCPD6ilr9nXkI4KVZgcns,220650,4,8.0,1.0,audio_features
227,0.639,0.676,-7.376,0.11,0.296,0.00059,0.18,0.852,179.971,4Nf5EZ40JenjMUKXOiyRU5,190680,3,5.0,0.0,audio_features
228,0.969,0.707,-5.509,0.258,0.00822,0,0.314,0.421,124.991,4wQmwPWCUn6gi11Gep2qsP,161760,4,1.0,1.0,audio_features
229,0.756,0.582,-7.726,0.0343,0.0592,0,0.161,0.605,134.07,1fXnu2HzxbDtoyvFPWG3Bw,218489,4,11.0,1.0,audio_features
230,0.795,0.815,-3.322,0.0821,0.0368,3.82e-05,0.227,0.334,94.991,5ixdmTpCmH5diBA1j154wN,165582,4,1.0,1.0,audio_features
231,0.488,0.67,-5.759,0.0268,0.0969,0.00022,0.257,0.484,142.139,3oZ6dlSfCE9gZ55MGPJctc,178704,4,2.0,1.0,audio_features
232,0.807,0.665,-6.961,0.0497,0.0185,0,0.118,0.864,127.909,4t46soaqA758rbukTO5pp1,188667,3,9.0,0.0,audio_features
233,0.552,0.744,-2.656,0.124,0.496,0,0.112,0.627,156.027,4pcafPzLDSqQktqSpxHL3E,217133,4,4.0,0.0,audio_features
234,0.785,0.691,-3.119,0.0904,0.223,1.74e-06,0.154,0.225,122.92,3mRF0YNsDdFKFnxwg16hSz,266171,4,4.0,0.0,audio_features
235,0.785,0.6,-7.793,0.0656,0.455,6.76e-06,0.131,0.431,105.009,5qzLdvRViHUrRNdkpakG7C,256000,4,3.0,0.0,audio_features
236,0.808,0.789,-5.88,0.236,0.0517,0,0.0819,0.465,136.01,7qLr3HMApUbyDkUvgIvHnB,185333,4,7.0,0.0,audio_features
237,0.707,0.444,-11.232,0.258,0.00152,0,0.125,0.322,164.117,38R5sydMbsBzSPGPMfmtpb,108750,4,1.0,1.0,audio_features
238,0.696,0.555,-7.035,0.0353,0.0603,0,0.175,0.577,104.989,6vsa5VDsIaWC8oJnowU65l,191627,4,11.0,1.0,audio_features
239,0.422,0.229,-10.208,0.0362,0.816,0,0.109,0.104,135.82,7fesNTgTEMEH0ye8MOgEDY,222358,4,0.0,1.0,audio_features
240,0.595,0.41,-5.079,0.0257,0.776,4.27e-06,0.224,0.141,83.308,67aaFVnfvFWjxVQMd0jDb5,187271,4,0.0,1.0,audio_features
241,0.726,0.624,-7.799,0.0277,0.498,0.0294,0.0909,0.573,114.99,180AbZduI6bYQIzwCHRwu9,233388,4,2.0,0.0,audio_features
242,0.377,0.72,-7.086,0.0364,0.0217,0.00919,0.138,0.26,142.212,5pIVEk6Di7n1v5khOzJaJL,190947,4,4.0,1.0,audio_features
243,0.469,0.208,-9.022,0.0448,0.607,1.72e-06,0.127,0.215,81.098,7eOuUmpnHBlg5zsm8Cs7c3,186187,4,0.0,1.0,audio_features
244,0.898,0.676,-5.196,0.187,0.14,0,0.101,0.742,147.991,0ZxhtATQ0a6EvQNZ0z6NKV,172125,4,9.0,1.0,audio_features
245,0.564,0.612,-5.018,0.0248,0.382,0,0.11,0.146,83.03,4Bee3PcNdfeqO1B80dDgFn,237493,3,0.0,1.0,audio_features
246,0.623,0.755,-5.386,0.0415,0.00306,0,0.387,0.32,119.957,0u8rZGtXJrLtiSe34FPjGG,212254,4,7.0,1.0,audio_features
247,0.651,0.799,-4.02,0.0611,0.143,0.634,0.112,0.223,143.992,2sTDlCxmuZCTDKKk9f1qus,231704,4,9.0,0.0,audio_features
248,0.461,0.887,-4.871,0.0429,0.000219,0,0.104,0.411,95.964,5ya0TmUQw2wHMkq36rPsnd,189987,4,11.0,0.0,audio_features
249,0.848,0.625,-7.64,0.0587,0.0195,0,0.109,0.226,93.019,4IcbUXrAzBtn6iUO1LP471,258593,4,1.0,1.0,audio_features
250,0.534,0.409,-9.559,0.0378,0.844,0.000656,0.115,0.243,127.357,1olWQ1LOUYs4VBwx5N8Lz9,225827,4,7.0,1.0,audio_features
251,0.787,0.686,-4.37,0.0339,0.0893,0,0.0927,0.836,123.51,2Zo1PcszsT9WQ0ANntJbID,185553,4,6.0,0.0,audio_features
252,0.971,0.671,-5.26,0.154,0.416,0,0.128,0.754,119.965,1kwPxt35W7cG3rryxR48PO,192000,4,10.0,0.0,audio_features
253,0.38,0.488,-6.637,0.029,0.126,7.23e-06,0.115,0.268,156.031,6DLbBlGIOjjEj0dNN25zhZ,223120,3,9.0,1.0,audio_features
254,0.497,0.635,-3.927,0.0273,0.00621,0,0.117,0.203,142.063,79uDOz0zuuWS7HWxzMmTa2,294190,4,2.0,1.0,audio_features
255,0.54,0.307,-10.663,0.0243,0.573,5.72e-06,0.0992,0.249,92.886,33vrRiIiut4rOFmkgorJD6,255373,4,10.0,0.0,audio_features
256,0.68,0.618,-6.288,0.0413,0.000143,0,0.231,0.498,139.825,04hgBWsBDEyVP8pH0BCZbG,158515,4,1.0,1.0,audio_features
257,0.571,0.72,-4.089,0.0458,0.213,0,0.271,0.542,83.827,2yzshFeBIwH8tWIqHEFLeD,194563,4,9.0,1.0,audio_features
258,0.504,0.91,-3.736,0.332,0.0235,4.16e-06,0.175,0.337,151.657,6lDJ0CkQ6LdQv5EUQ39rpg,110511,4,11.0,1.0,audio_features
259,0.597,0.658,-4.38,0.044,0.11,0,0.131,0.38,134.545,3xOi0YhDREKRURFHoNaAOQ,169941,4,7.0,1.0,audio_features
260,0.588,0.765,-5.914,0.0518,0.00685,3.23e-05,0.2,0.492,145.988,210JJAa9nJOgNa0YNrsT5g,220878,4,3.0,0.0,audio_features
261,0.672,0.782,-6.499,0.0421,0.148,4.73e-06,0.296,0.239,106.026,3xYJScVfxByb61dYHTwiby,234467,4,5.0,1.0,audio_features
262,0.634,0.725,-4.945,0.0587,0.0776,0,0.211,0.795,159.845,54zcJnb3tp9c5OVKREZ1Is,154375,4,5.0,0.0,audio_features
263,0.778,0.835,-3.598,0.0767,0.152,0,0.109,0.666,140.082,5XVdHRf4CAJ2Jm0uMIy5qY,156346,4,11.0,0.0,audio_features
264,0.711,0.809,-4.389,0.0955,0.0447,0,0.339,0.816,106.017,2KslE17cAJNHTsI2MI0jb2,206020,4,2.0,0.0,audio_features
265,0.812,0.749,-6.389,0.0397,0.108,0,0.0599,0.841,134.971,56v8WEnGzLByGsDAXDiv4d,151373,4,10.0,0.0,audio_features
266,0.415,0.404,-9.331,0.0393,0.678,1.95e-05,0.28,0.425,81.202,3itgPtXSu4I9mr2QD6yrzP,216027,4,4.0,1.0,audio_features
267,0.549,0.608,-8.253,0.0481,0.682,0,0.0966,0.399,78.534,39OclE5hZematADrdfaWvE,175227,4,5.0,1.0,audio_features
268,0.494,0.328,-8.553,0.034,0.718,2.91e-06,0.0744,0.206,121.834,1HwDRgozGBMyfJTQUfz09A,242200,5,6.0,1.0,audio_features
269,0.473,0.235,-10.971,0.0368,0.755,0,0.102,0.0869,165.837,69qvqJ61NqTtr1eO29tapa,249040,3,8.0,1.0,audio_features
270,0.646,0.783,-2.846,0.0356,0.00444,1.38e-06,0.171,0.49,121.08,7G0gBu6nLdhFDPRLc0HdDG,231707,4,7.0,1.0,audio_features
271,0.686,0.733,-6.483,0.0401,0.111,0,0.153,0.7,124.882,6vjZxvzdAeHp7jv3R398Xm,186800,4,2.0,1.0,audio_features
272,0.768,0.714,-5.11,0.0401,0.352,0,0.15,0.842,131.443,5YqEzk3C5c3UZ1D5fJUlXA,163026,4,10.0,1.0,audio_features
273,0.638,0.717,-5.804,0.0375,0.001,1.79e-06,0.113,0.422,141.904,59NraMJsLaMCVtwXTSia8i,132359,4,8.0,1.0,audio_features
274,0.62,0.761,-7.282,0.175,0.207,0.000147,0.269,0.194,146.003,19kHhX6f6EfLU7rcO3RqjO,209483,4,10.0,0.0,audio_features
275,0.908,0.757,-3.889,0.0606,0.015,0,0.0673,0.577,106.031,4lMyi03aRk8nPBLLGyqAVz,134425,4,11.0,0.0,audio_features
276,0.852,0.881,-2.546,0.126,0.0602,6.44e-06,0.0682,0.556,96.984,0J9g1MMJDhyvOb3NWckHMm,219333,4,5.0,0.0,audio_features
277,0.931,0.401,-8.756,0.158,0.399,2.05e-06,0.266,0.613,128.871,3FjK86616FbluOfTxNK2gY,148928,4,0.0,1.0,audio_features
278,0.518,0.557,-4.839,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,2gT2iF1YK5r54A2PDEXVv8,218160,3,1.0,1.0,audio_features
279,0.541,0.796,-5.177,0.347,0.317,0,0.193,0.469,85.205,1C7lXfx4Y5maVl4AgUVlHA,359648,4,7.0,1.0,audio_features
280,0.815,0.741,-6.04,0.0569,0.0277,0.0183,0.219,0.591,125.031,6CvTEtGagmzQvkUzzyKR9k,143327,4,1.0,1.0,audio_features
281,0.633,0.607,-6.182,0.0532,0.183,1.38e-06,0.167,0.363,74.029,2N0SPREDYqILVEFSsWF5N5,182293,4,0.0,0.0,audio_features
282,0.632,0.729,-3.066,0.112,0.414,0,0.0987,0.862,110.238,3B0swL7Qil9bB7eKzBREBK,162676,3,7.0,1.0,audio_features
283,0.561,0.604,-4.409,0.0337,0.199,1.9e-05,0.104,0.242,159.92,6usohdchdzW9oML7VC4Uhk,210689,3,9.0,1.0,audio_features
284,0.351,0.593,-5.549,0.0267,0.678,5.54e-05,0.117,0.358,92.263,7C1BLYzAvR0KdBpov3GpUZ,182855,4,3.0,1.0,audio_features
285,0.813,0.731,-6.654,0.0624,0.422,8.69e-05,0.139,0.783,115.043,0dWSN9JS8vAcnM8a6lxIrB,200062,4,4.0,0.0,audio_features
286,0.738,0.843,-4.749,0.0607,0.355,4.54e-05,0.358,0.734,143.09,775hCSePn3GW4h9nZ636kq,225480,3,11.0,0.0,audio_features
287,0.911,0.536,-7.884,0.282,0.00897,3.73e-06,0.111,0.584,146.014,1KUZ33cOqk3X4Ezk0aZnVp,203813,4,4.0,0.0,audio_features
288,0.657,0.553,-7.08,0.0394,0.254,0,0.129,0.576,134.925,1PH2MDbcBAU094DlgTIND1,184889,4,10.0,0.0,audio_features
289,0.771,0.661,-4.269,0.0533,0.227,0,0.143,0.964,74.995,5wjsJIUf6pdrwauPDae43o,170297,4,4.0,0.0,audio_features
290,0.459,0.861,-3.762,0.0529,0.0474,5.38e-06,0.107,0.333,145.842,4ROknQyR1wOGPfmpTtB3z4,180034,4,0.0,0.0,audio_features
291,0.538,0.742,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,5mHdCZtVyb4DcJw8799hZp,272373,4,2.0,1.0,audio_features
292,0.795,0.507,-8.06,0.303,0.0612,0,0.272,0.48,146.771,0Ymjv0OJeIIPXr6s9wi3iW,88304,4,1.0,1.0,audio_features
293,0.776,0.831,-3.975,0.0457,0.316,0,0.0688,0.891,124.986,5Avril3IZ26DPVFHbJX8o6,185295,4,11.0,1.0,audio_features
294,0.608,0.754,-5.277,0.0719,0.0305,0,0.119,0.455,97.071,0hL9gOw6XBWsygEUcVjxEc,222085,4,8.0,1.0,audio_features
295,0.544,0.396,-7.804,0.0637,0.607,6.17e-05,0.0969,0.502,157.939,4mGrWfDISjNjgeQnH1B8IE,186456,3,10.0,1.0,audio_features
296,0.804,0.771,-4.067,0.0433,0.357,3.07e-06,0.108,0.739,126.956,65FftemJ1DbbZ45DUfHJXE,212253,4,9.0,0.0,audio_features
297,0.831,0.759,-3.627,0.0502,0.277,0,0.125,0.244,107.961,6irysuQyZWd7Bjj7ePiOs2,231693,4,1.0,0.0,audio_features
298,0.814,0.618,-5.614,0.0619,0.0386,3.34e-06,0.671,0.535,121.075,5L3ecxQnQ9qTBmnLQiwf0C,185221,4,5.0,0.0,audio_features
299,0.787,0.573,-6.197,0.0606,0.0147,1.72e-05,0.0926,0.575,111.996,6gcuJpHu0Ey30D5WR76y98,179164,4,9.0,1.0,audio_features
300,0.603,0.689,-6.586,0.138,0.00234,2.03e-06,0.113,0.405,150.056,2l48XirhkqQ5qRqtwItNXn,127972,4,8.0,0.0,audio_features
301,0.671,0.876,-5.681,0.0352,0.12,0.188,0.0823,0.964,129.998,23RoR84KodL5HWvUTneQ1w,231545,4,7.0,0.0,audio_features
302,0.778,0.605,-6.337,0.0527,0.0194,0.875,0.114,0.214,135.889,26wxtmoH4uPUF1n5VlPxMc,128738,4,2.0,1.0,audio_features
303,0.451,0.632,-3.843,0.0475,0.6,0,0.139,0.455,147.06,41WQUSINanQHfhfKpFDsms,190461,4,4.0,1.0,audio_features
304,0.697,0.82,-4.502,0.0308,0.1,0,0.0631,0.502,136.054,74X2u8JMVooG2QbjRxXwR8,159080,4,5.0,1.0,audio_features
305,0.784,0.826,-6.34,0.0538,0.0965,7.09e-05,0.123,0.893,138.078,2mpoNBkngUEwnaKoBhZ0vl,184066,3,7.0,0.0,audio_features
306,0.559,0.704,-7.686,0.0338,0.0177,0,0.0821,0.422,89.985,3eNOyXmzuA46bUvi8FkIoW,187269,4,2.0,1.0,audio_features
307,0.44,0.274,-14.464,0.0809,0.0924,3.37e-06,0.128,0.343,76.513,3oZZfVvLJuDYc4Vn3A63Fw,257180,4,5.0,0.0,audio_features
308,0.801,0.555,-7.47,0.241,0.114,0,0.561,0.49,121.935,6hgTMdO3CyXlNQJ1K58ruH,157377,4,5.0,1.0,audio_features
309,0.739,0.579,-8.361,0.0509,0.0622,0,0.454,0.694,130.002,3FvTHuefYV6TxE3Kseqno8,188000,3,7.0,0.0,audio_features
310,0.562,0.771,-4.603,0.269,0.19,0,0.191,0.494,151.891,56QNTK715IJeYmJP2grB5f,151582,3,5.0,0.0,audio_features
311,0.703,0.791,-6.792,0.0657,0.255,0,0.106,0.759,142.219,7dR09k1an5JEq7ch0Y5hvV,113020,3,7.0,0.0,audio_features
312,0.57,0.557,-12.055,0.105,0.143,0,0.0926,0.301,83.224,5W0RVQViQC7xocvAUnIs6Z,153129,4,2.0,1.0,audio_features
313,0.847,0.988,-0.517,0.103,0.283,0.000942,0.345,0.699,115.057,7uSLF2yhpjLlYBLtyPX3Lb,223174,4,9.0,1.0,audio_features
314,0.768,0.644,-6.671,0.136,0.736,0.000837,0.173,0.53,95.05,609E1JCInJncactoMmkDon,194543,4,5.0,0.0,audio_features
315,0.761,0.658,-7.188,0.0429,0.292,1.55e-06,0.137,0.895,125.036,6YOfGIE6iFxC7G8OlGGvzW,168677,3,11.0,1.0,audio_features
316,0.498,0.764,-5.006,0.0309,0.123,3.07e-05,0.119,0.489,147.984,73zawW1ttszLRgT9By826D,191231,4,4.0,1.0,audio_features
317,0.92,0.759,-3.349,0.108,0.274,7.38e-06,0.259,0.598,137.961,7nn4MXs89QymmNzRreTywe,115725,4,2.0,1.0,audio_features
318,0.57,0.842,-5.085,0.0381,0.0136,0.00876,0.524,0.47,143.975,7MlDNspYwfqnHxORufupwq,196784,4,4.0,0.0,audio_features
319,0.683,0.764,-5.995,0.0441,0.0427,0,0.0963,0.137,149.949,0PB0O24JqAuNdOAFVJljMS,160325,4,2.0,1.0,audio_features
320,0.68,0.659,-8.447,0.237,0.0344,0.000205,0.205,0.157,136.944,6G4q8Qb7CQP5gVtzQNK0zT,260111,4,8.0,1.0,audio_features
321,0.767,0.798,-7.653,0.111,0.00201,0.00372,0.125,0.224,135.748,61eJ7HqXGyHfmHIqJApX7v,145528,4,1.0,1.0,audio_features
322,0.65,0.659,-6.522,0.123,0.174,0.00772,0.126,0.154,76.985,76gcXhY3Zv6wW0BTe9nHJo,314836,4,3.0,0.0,audio_features
323,0.736,0.862,-4.136,0.0333,0.464,0,0.0904,0.799,145.001,1RzjXhgnzqb3dMa5852itx,153032,3,7.0,0.0,audio_features
324,0.847,0.434,-6.474,0.0382,0.0226,0.0673,0.087,0.293,129.967,79DPYZ6x8FfzgSgPoPhpC3,216348,4,5.0,0.0,audio_features
325,0.664,0.405,-7.413,0.08,0.877,0.000765,0.11,0.743,81.89,43iIQbw5hx986dUEZbr3eN,169573,3,1.0,1.0,audio_features
326,0.755,0.687,-6.247,0.101,0.183,0.000177,0.125,0.381,123.01,5PyDJG7SQRgWXefgexqIge,265360,4,8.0,0.0,audio_features
327,0.662,0.801,-6.397,0.0859,0.256,0,0.126,0.827,114.922,1piak4R3yW4otWWyaSqyCH,194519,3,8.0,0.0,audio_features
328,0.698,0.664,-4.027,0.0406,0.302,0,0.268,0.747,144.981,6X5WZbJzXtk6aO03HlxuZ9,205300,3,8.0,0.0,audio_features
329,0.526,0.754,-5.497,0.278,0.00395,0.00114,0.253,0.317,162.44,5EloqweGioDEbqiGXTYWgE,116567,4,11.0,0.0,audio_features
330,0.807,0.721,-6.211,0.0508,0.51,0.00216,0.115,0.532,134.014,6rdkCkjk6D12xRpdMXy0I2,108987,4,4.0,0.0,audio_features
331,0.427,0.278,-8.83,0.0331,0.47,2.22e-05,0.135,0.374,85.633,3fonAuTvuI5KMcmnueLAPq,199875,3,10.0,1.0,audio_features
332,0.589,0.908,-4.433,0.109,0.0151,0,0.338,0.501,170.019,29WxJqIfDRMo9isV07kbJP,198817,4,8.0,1.0,audio_features
333,0.654,0.489,-8.523,0.0374,0.0447,0.011,0.209,0.428,108.951,6EQLN1Fl8oy46k4FMwhxug,128327,4,1.0,1.0,audio_features
334,0.87,0.517,-7.918,0.0475,0.576,0.00553,0.11,0.54,111.002,3HqcNJdZ2seoGxhn0wVNDK,207627,4,1.0,1.0,audio_features
335,0.611,0.483,-6.216,0.055,0.214,0,0.124,0.204,145.983,39MK3d3fonIP8Mz9oHCTBB,231747,4,11.0,0.0,audio_features
336,0.431,0.837,-5.067,0.0432,0.259,0,0.0879,0.648,170.041,0wXThIDxO3YRJCpPgnmbkw,179294,4,9.0,1.0,audio_features
337,0.835,0.753,-4.167,0.0521,0.204,0.000186,0.384,0.583,105.982,601dhwn8qc31FrSlMu5wEf,143790,4,2.0,0.0,audio_features
338,0.522,0.641,-6.287,0.0318,0.0545,0,0.162,0.202,87.51,7CyPwkp0oE8Ro9Dd5CUDjW,244685,4,8.0,1.0,audio_features
339,0.681,0.686,-5.259,0.31,0.077,0,0.21,0.568,151.137,4LadsagnXZM7SEOpHjHIHA,130331,4,11.0,1.0,audio_features
340,0.793,0.476,-10.515,0.0406,0.132,0,0.115,0.578,129.992,2TJKY0WSFufZOzbRNgl6zE,194769,4,5.0,0.0,audio_features
341,0.375,0.65,-4.031,0.0402,0.0122,0,0.189,0.0752,203.89,4hqJ4bSlYJOXb6Z4SRmzxs,317960,4,0.0,1.0,audio_features
342,0.647,0.642,-7.687,0.0785,0.177,0,0.0948,0.219,87.523,59ksHIFa69pi0az2bKdu6s,120895,4,2.0,1.0,audio_features
343,0.47,0.652,-9.629,0.0561,0.0831,4.08e-05,0.175,0.104,141.981,3ZaEs1O8BG581qYPHpQ8d6,190286,4,2.0,1.0,audio_features
